ln71,ln81,edit,dl,jaro,jw,bag,pw,sw,lcs3avg,lcs2avg,lcs3sht,lcs2sht,lcs3long,lcs2long,SWlong,SWsht,SWavg,1gramslong,1gramssht,1gramsavg,pad1gramslong,pad1gramssht,pad1gramsavg,2gramslong,2gramssht,2gramsavg,pad2gramslong,pad2gramssht,pad2gramsavg,3gramslong,3gramssht,3gramsavg,pad3gramslong,pad3gramssht,pad3gramsavg,pos1gramsavg,pos1gramssht,pos1gramslong,pos2gramsavg,pos2gramssht,pos2gramslong,pos3gramsavg,pos3gramssht,pos3gramslong,padpos1gramsavg,padpos1gramssht,padpos1gramslong,padpos2gramsavg,padpos2gramssht,padpos2gramslong,padpos3gramsavg,padpos3gramssht,padpos3gramslong,padskipgramslong,padskipgramssht,padskipgramsavg,skipgramslong,skipgramssht,skipgramsavg,Soundex,Phonex,Phonix,NYSIIS,D-Metaphone,FuzSoundex,Genjac2j,Genjac3j,Genjac2jw,Genjac3jw,Mong2j,Mong3j,Mong2jw,Mong3jw,editex,SAPSavg,SAPSsht,SAPSlong,len1,len2,s1,s2,v1,v2,c1,c2,difflen,diffvow,diffcons,diffsyl
steels,abbey,0.166666667,0.166666667,0.455555556,0.455555556,0.166666667,0.455555556,0.455555556,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.032258065,0.038461538,0.035087719,0,0,0,0,0.25,0,0,0,0,0.296296305,0.419753101,0.303703719,0.335555565,0.47619049,0.611111134,0.490476217,0.633333355,0.333333333,0,0,0,6,5,1,2,2,2,4,3,1,0,1,-1
stringer,abbott,0,0,0.430555556,0.430555556,0.125,0.430555556,0.430555556,0.142857143,0.142857143,0.166666667,0.166666667,0.125,0.125,0.125,0.166666667,0.142857143,0.125,0.166666667,0.142857143,0.125,0.166666667,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846158,0.247863256,0.227777789,0.258119666,0.296296305,0.377777791,0.303703719,0.391111124,0.125,0,0,0,8,6,2,2,2,2,6,4,2,0,2,0
ogarmar,abell,0.142857143,0.142857143,0.447619048,0.447619048,0.142857143,0.447619048,0.447619048,0.166666667,0.166666667,0.2,0.2,0.142857143,0.142857143,0.142857143,0.2,0.166666667,0.142857143,0.2,0.166666667,0.142857143,0.2,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.2,0.142857143,0,0,0,0,0,0,0.166666667,0.2,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0.25,0,0.200000006,0.222222229,0.206666678,0.233333339,0.500000015,0.604938295,0.512500025,0.62469138,0.285714286,0,0,0,7,5,3,2,3,2,4,3,2,1,1,1
bedard,abram,0.166666667,0.166666667,0.588888889,0.588888889,0.5,0.588888889,0.588888889,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.166666667,0.2,0.181818182,0.5,0.6,0.545454545,0.5,0.6,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545,0.6,0.5,0,0,0,0,0,0,0.545454545,0.6,0.5,0,0,0,0,0,0,0.161290323,0.192307692,0.175438596,0.095238095,0.125,0.108108108,0.25,0,0,0.25,0.25,0.25,0.296296305,0.541666687,0.43333336,0.569444463,0.571428588,0.611111134,0.590476223,0.63888891,0.166666667,0,0,0,6,5,2,2,2,2,4,3,1,0,1,0
turner,adair,0.166666667,0.166666667,0.455555556,0.455555556,0.166666667,0.455555556,0.455555556,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.233333333,0.28,0.254545455,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0,0,0,0.142857143,0.166666667,0.153846154,0,0,0,0.125,0.142857143,0.133333333,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0.153846154,0.166666667,0.142857143,0.133333333,0.142857143,0.125,0.064516129,0.076923077,0.070175439,0,0,0,0,0.5,0.5,0.25,0.25,0,0.233333337,0.366666675,0.236666673,0.375555563,0.523809535,0.666666687,0.533333353,0.683333352,0.333333333,0,0,0,6,5,2,2,2,3,4,2,1,-1,2,0
moseman,adams,0.142857143,0.142857143,0.395238095,0.395238095,0.428571429,0.395238095,0.395238095,0.166666667,0.166666667,0.2,0.2,0.142857143,0.142857143,0.2,0.28,0.233333333,0.428571429,0.6,0.5,0.428571429,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.4,0.285714286,0,0,0,0,0,0,0.333333333,0.4,0.285714286,0,0,0,0,0,0,0.083333333,0.115384615,0.096774194,0.038461538,0.0625,0.047619048,0.25,0.5,0.25,0.25,0.25,0.25,0.500000015,0.481481499,0.385185209,0.501234584,0.666666687,0.604938295,0.687500037,0.634567923,0.285714286,0,0,0,7,5,3,2,3,2,4,3,2,1,1,1
macgregor,addison,0.222222222,0.222222222,0.502645503,0.502645503,0.222222222,0.502645503,0.502645503,0.125,0.125,0.142857143,0.142857143,0.111111111,0.111111111,0.111111111,0.142857143,0.125,0.222222222,0.285714286,0.25,0.222222222,0.285714286,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.285714286,0.222222222,0,0,0,0,0,0,0.25,0.285714286,0.222222222,0,0,0,0,0,0,0.065217391,0.083333333,0.073170732,0,0,0,0,0,0,0,0,0,0.256410264,0.350427362,0.264102578,0.362393173,0.400000012,0.484848499,0.41000002,0.496969711,0.277777778,0,0,0,9,7,3,3,3,3,6,4,2,0,2,0
belanges,adolph,0,0,0.361111111,0.361111111,0.25,0.361111111,0.361111111,0.142857143,0.142857143,0.166666667,0.166666667,0.125,0.125,0.175,0.233333333,0.2,0.25,0.333333333,0.285714286,0.25,0.333333333,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.166666667,0.125,0,0,0,0,0,0,0.142857143,0.166666667,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0.303030312,0.488888907,0.312121229,0.506666684,0.370370381,0.488888907,0.381481502,0.506666684,0.125,0,0,0,8,6,3,2,3,2,5,4,2,1,1,1
roeney,adrain,0,0,0.555555556,0.555555556,0.333333333,0.555555556,0.555555556,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.466666667,0.466666667,0.466666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.032258065,0.032258065,0.032258065,0.047619048,0.047619048,0.047619048,0,0,0,0,0.5,0,0.266666675,0.377777791,0.276666683,0.391111124,0.47619049,0.611111134,0.490476217,0.633333355,0.25,0,0,0,6,6,2,2,3,3,3,3,0,0,0,0
johnston,agnew,0.125,0.125,0.441666667,0.441666667,0.125,0.441666667,0.441666667,0.153846154,0.153846154,0.2,0.2,0.125,0.125,0.125,0.2,0.153846154,0.125,0.2,0.153846154,0.125,0.2,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.2,0.125,0,0,0,0,0,0,0.153846154,0.2,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.166666672,0.343434355,0.248484861,0.446666682,0.370370381,0.488888907,0.381481502,0.50222224,0.25,0,0,0,8,5,2,2,2,2,6,3,3,0,3,0
ellies,ahrens,0.166666667,0.166666667,0.555555556,0.555555556,0.333333333,0.555555556,0.555555556,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,0.142857143,0.142857143,0.142857143,0,0,0,0.125,0.125,0.125,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.142857143,0.142857143,0.142857143,0.125,0.125,0.125,0.129032258,0.129032258,0.129032258,0.047619048,0.047619048,0.047619048,0,0.5,0.25,0,0.5,0,0.300000006,0.530864212,0.306666678,0.545679026,0.523809535,0.597222239,0.538095261,0.613888904,0.416666667,0,0,0,6,6,2,2,3,2,3,4,0,1,-1,0
hollinworth,aikens,0.090909091,0.090909091,0.505050505,0.505050505,0.181818182,0.505050505,0.505050505,0.117647059,0.117647059,0.166666667,0.166666667,0.090909091,0.090909091,0.127272727,0.233333333,0.164705882,0.181818182,0.333333333,0.235294118,0.181818182,0.333333333,0.235294118,0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0.166666667,0.090909091,0,0,0,0,0,0,0.117647059,0.166666667,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0.25,0.25,0.25,0.238095245,0.251851861,0.245238108,0.263703712,0.277777786,0.37606839,0.286111126,0.389743603,0.318181818,0,0,0,11,6,3,2,3,3,8,3,5,0,5,1
benedick,aikman,0,0,0.430555556,0.430555556,0.375,0.430555556,0.430555556,0.142857143,0.142857143,0.166666667,0.166666667,0.125,0.125,0.175,0.233333333,0.2,0.375,0.5,0.428571429,0.375,0.5,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0.032258065,0.027777778,0.032258065,0.047619048,0.038461538,0,0,0,0.5,0,0,0.400000012,0.393939408,0.413333356,0.40606062,0.518518534,0.600000024,0.533333361,0.617777801,0.125,0,0,0,8,6,3,2,3,3,5,3,2,0,2,1
mceathron,alexander,0.111111111,0.111111111,0.462962963,0.462962963,0.444444444,0.462962963,0.462962963,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0.155555556,0.155555556,0.155555556,0.444444444,0.444444444,0.444444444,0.444444444,0.444444444,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.043478261,0.043478261,0.043478261,0.027777778,0.027777778,0.027777778,0,0,0,0.25,0,0.25,0.444444458,0.50000002,0.371794893,0.514814834,0.533333349,0.59595962,0.55000003,0.616161639,0.222222222,0,0,0,9,9,2,4,3,4,6,5,0,-1,1,-2
elliss,alford,0.166666667,0.166666667,0.444444444,0.444444444,0.166666667,0.444444444,0.444444444,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.233333333,0.233333333,0.233333333,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0.064516129,0.064516129,0.064516129,0,0,0,0.25,0.75,0.5,0.25,0.5,0.25,0.266666675,0.400000012,0.273333347,0.411111122,0.47619049,0.569444463,0.490476217,0.588888906,0.333333333,0,0,0,6,6,2,2,2,2,4,4,0,0,0,0
morison,axford,0,0,0.53968254,0.53968254,0.285714286,0.53968254,0.53968254,0.307692308,0.307692308,0.333333333,0.333333333,0.285714286,0.285714286,0.285714286,0.333333333,0.307692308,0.285714286,0.333333333,0.307692308,0.285714286,0.333333333,0.307692308,0.166666667,0.2,0.181818182,0.125,0.142857143,0.133333333,0,0,0,0,0,0,0.307692308,0.333333333,0.285714286,0.181818182,0.2,0.166666667,0,0,0,0.307692308,0.333333333,0.285714286,0.133333333,0.142857143,0.125,0,0,0,0.083333333,0.096774194,0.089552239,0.076923077,0.095238095,0.085106383,0,0,0.25,0.25,0.25,0,0.366666675,0.477777791,0.373333347,0.495555568,0.625000015,0.654321008,0.637500025,0.679012365,0.071428571,0,0,0,7,6,3,2,3,2,4,4,1,1,0,1
davis,aulgire,0.142857143,0.142857143,0.561904762,0.561904762,0.285714286,0.561904762,0.561904762,0.166666667,0.166666667,0.2,0.2,0.142857143,0.142857143,0.142857143,0.2,0.166666667,0.285714286,0.4,0.333333333,0.285714286,0.4,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.4,0.285714286,0,0,0,0,0,0,0.333333333,0.4,0.285714286,0,0,0,0,0,0,0.055555556,0.076923077,0.064516129,0,0,0,0.25,0.25,0.25,0,0,0,0.370370381,0.377777791,0.381481502,0.395555568,0.666666687,0.650793672,0.683333367,0.673015893,0.214285714,0,0,0,5,7,2,1,2,4,3,3,-2,-2,0,1
buckley,alguire,0,0,0.523809524,0.523809524,0.428571429,0.523809524,0.523809524,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.2,0.2,0.2,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0.027777778,0.027777778,0.027777778,0,0,0,0,0.5,0.25,0,0.25,0.25,0.400000012,0.488888907,0.413333356,0.508888906,0.583333351,0.629629652,0.600000031,0.651851873,0.214285714,0,0,0,7,7,2,1,2,4,5,3,0,-2,2,1
kratz,allair,0.166666667,0.166666667,0.455555556,0.455555556,0.333333333,0.455555556,0.455555556,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.233333333,0.28,0.254545455,0.333333333,0.4,0.363636364,0.333333333,0.4,0.363636364,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.032258065,0.038461538,0.035087719,0,0,0,0,0,0,0.25,0,0,0.296296305,0.541666687,0.307407426,0.558333352,0.555555572,0.619047642,0.572222253,0.644444466,0.416666667,0,0,0,5,6,1,2,1,3,4,3,-1,-2,1,-1
parker,allan,0.166666667,0.166666667,0.455555556,0.455555556,0.166666667,0.455555556,0.455555556,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.233333333,0.28,0.254545455,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.032258065,0.038461538,0.035087719,0,0,0,0,0.25,0.25,0,0,0,0.296296305,0.419753101,0.303703719,0.335555565,0.380952392,0.500000015,0.39047621,0.513888903,0.333333333,0,0,0,6,5,2,2,2,2,4,3,1,0,1,0
kenny,allen,0,0,0.466666667,0.466666667,0.4,0.466666667,0.466666667,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.25,0.25,0.25,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0.4,0.4,0.4,0.25,0.25,0.25,0,0,0,0.4,0.4,0.4,0.166666667,0.166666667,0.166666667,0,0,0,0.115384615,0.115384615,0.115384615,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.333333333,0.25,0.375000007,0.407407416,0.383333348,0.424691366,0.722222239,0.714285731,0.738888919,0.742857158,0.4,0,0,0,5,5,2,2,1,2,4,3,0,-1,1,0
kaufman,allin,0.285714286,0.285714286,0.561904762,0.561904762,0.285714286,0.561904762,0.561904762,0.166666667,0.166666667,0.2,0.2,0.142857143,0.142857143,0.2,0.28,0.233333333,0.285714286,0.4,0.333333333,0.285714286,0.4,0.333333333,0,0,0,0.125,0.166666667,0.142857143,0,0,0,0.111111111,0.142857143,0.125,0.333333333,0.4,0.285714286,0,0,0,0,0,0,0.333333333,0.4,0.285714286,0.142857143,0.166666667,0.125,0.125,0.142857143,0.111111111,0.083333333,0.115384615,0.096774194,0,0,0,0.25,0.5,0.25,0.25,0.25,0.25,0.300000006,0.422222233,0.306666678,0.435555565,0.541666679,0.617283967,0.55416669,0.629629645,0.428571429,0,0,0,7,5,2,2,3,2,4,3,2,1,1,0
murray,allison,0,0,0,0,0.142857143,0,0,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.228571429,0.266666667,0.246153846,0.142857143,0.166666667,0.153846154,0.142857143,0.166666667,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666672,0.205128211,0.172222232,0.215384621,0.380952392,0.472222239,0.39047621,0.488888904,0.285714286,0,0,0,6,7,2,3,2,3,4,4,-1,-1,0,-1
squire,amyot,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.08,0.072727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0.25,0,0.25,0.121212125,0.24242425,0.12424243,0.250505057,0.190476196,0.333333343,0.195238105,0.344444454,0.166666667,0,0,0,6,5,1,2,3,2,3,3,1,1,0,-1
haus,amerson,0.142857143,0.142857143,0.595238095,0.595238095,0.285714286,0.595238095,0.595238095,0.181818182,0.181818182,0.25,0.25,0.142857143,0.142857143,0.142857143,0.25,0.181818182,0.285714286,0.5,0.363636364,0.285714286,0.5,0.363636364,0,0,0,0,0,0,0,0,0,0,0,0,0.363636364,0.5,0.285714286,0,0,0,0,0,0,0.363636364,0.5,0.285714286,0,0,0,0,0,0,0.027777778,0.047619048,0.035087719,0,0,0,0,0.25,0,0,0.25,0,0.296296305,0.322222233,0.307407426,0.335555565,0.666666687,0.666666687,0.686666703,0.685185204,0.214285714,0,0,0,4,7,1,3,2,3,2,4,-3,-1,-2,-2
twentyman,andersen,0.111111111,0.111111111,0.458333333,0.458333333,0.444444444,0.458333333,0.458333333,0.235294118,0.470588235,0.25,0.5,0.222222222,0.444444444,0.222222222,0.25,0.235294118,0.444444444,0.5,0.470588235,0.444444444,0.5,0.470588235,0.25,0.285714286,0.266666667,0.3,0.333333333,0.315789474,0,0,0,0.090909091,0.1,0.095238095,0.352941176,0.375,0.333333333,0,0,0,0,0,0,0.352941176,0.375,0.333333333,0.105263158,0.111111111,0.1,0.095238095,0.1,0.090909091,0.130434783,0.146341463,0.137931034,0.111111111,0.129032258,0.119402985,0.5,0.5,0.5,0,0.5,0.5,0.384615389,0.373015881,0.389743599,0.475213684,0.566666675,0.646464662,0.573333347,0.666666681,0.333333333,0,0,0,9,8,3,3,2,3,7,5,1,-1,2,0
stevens,anderson,0.125,0.125,0.490079365,0.490079365,0.375,0.490079365,0.490079365,0.133333333,0.133333333,0.142857143,0.142857143,0.125,0.125,0.175,0.2,0.186666667,0.375,0.428571429,0.4,0.375,0.428571429,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.428571429,0.375,0,0,0,0,0,0,0.4,0.428571429,0.375,0,0,0,0,0,0,0.073170732,0.083333333,0.077922078,0.064516129,0.076923077,0.070175439,0,0.25,0,0,0,0,0.466666681,0.566666687,0.288888906,0.394444456,0.666666687,0.654321008,0.691666707,0.679012365,0.25,0,0,0,7,8,2,3,2,3,5,5,-1,-1,0,-1
fournel,anderton,0.125,0.125,0.43452381,0.43452381,0.5,0.43452381,0.43452381,0.133333333,0.133333333,0.142857143,0.142857143,0.125,0.125,0.175,0.2,0.186666667,0.5,0.571428571,0.533333333,0.5,0.571428571,0.533333333,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0.285714286,0.25,0,0,0,0,0,0,0.266666667,0.285714286,0.25,0,0,0,0,0,0,0.024390244,0.027777778,0.025974026,0.032258065,0.038461538,0.035087719,0,0.25,0.25,0,0,0,0.363636374,0.444444461,0.378787902,0.468686884,0.666666687,0.604938295,0.687500037,0.634567923,0.25,0,0,0,7,8,2,3,3,3,4,5,-1,0,-1,-1
roeney,andrew,0.166666667,0.166666667,0.388888889,0.388888889,0.5,0.388888889,0.388888889,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.233333333,0.233333333,0.233333333,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.096774194,0.096774194,0.096774194,0.047619048,0.047619048,0.047619048,0.25,0.5,0.25,0.25,0.25,0.25,0.500000015,0.63888891,0.385185209,0.528395077,0.666666687,0.63888891,0.69047623,0.669444464,0.166666667,0,0,0,6,6,2,2,3,2,3,4,0,1,-1,0
long,androw,0,0,0.472222222,0.472222222,0.333333333,0.472222222,0.472222222,0.2,0.2,0.25,0.25,0.166666667,0.166666667,0.233333333,0.35,0.28,0.333333333,0.5,0.4,0.333333333,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.25,0.166666667,0,0,0,0,0,0,0.2,0.25,0.166666667,0,0,0,0,0,0,0.064516129,0.095238095,0.076923077,0,0,0,0.25,0.5,0.25,0.25,0.25,0.25,0.47619049,0.472222239,0.490476217,0.49444446,0.666666687,0.629629652,0.686666703,0.65925928,0.083333333,0,0,0,4,6,1,2,1,2,3,4,-2,-1,-1,-1
lapp,andrews,0,0,0.464285714,0.464285714,0.142857143,0.464285714,0.464285714,0.181818182,0.181818182,0.25,0.25,0.142857143,0.142857143,0.142857143,0.25,0.181818182,0.142857143,0.25,0.181818182,0.142857143,0.25,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.25,0.142857143,0,0,0,0,0,0,0.181818182,0.25,0.142857143,0,0,0,0,0,0,0.027777778,0.047619048,0.035087719,0,0,0,0,0.25,0,0,0,0,0.200000006,0.322222233,0.206666678,0.335555565,0.533333349,0.666666687,0.546666694,0.685185204,0.214285714,0,0,0,4,7,1,2,1,2,3,5,-3,-1,-2,-1
theal,anglin,0,0,0.455555556,0.455555556,0.333333333,0.455555556,0.455555556,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.166666667,0.2,0.181818182,0.333333333,0.4,0.363636364,0.333333333,0.4,0.363636364,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.200000006,0.24242425,0.210000014,0.335555565,0.444444458,0.539682559,0.461111138,0.558730177,0.083333333,0,0,0,5,6,1,2,2,2,3,4,-1,0,-1,-1
cochenour,ansted,0.111111111,0.111111111,0.425925926,0.425925926,0.222222222,0.425925926,0.425925926,0.133333333,0.133333333,0.166666667,0.166666667,0.111111111,0.111111111,0.155555556,0.233333333,0.186666667,0.222222222,0.333333333,0.266666667,0.222222222,0.333333333,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0.166666667,0.111111111,0,0,0,0,0,0,0.133333333,0.166666667,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277777786,0.361111124,0.286111126,0.375925938,0.333333343,0.444444461,0.343333352,0.460606077,0.222222222,0,0,0,9,6,3,2,4,2,5,4,3,2,1,1
logiee,entnes,0.166666667,0.166666667,0.444444444,0.444444444,0.333333333,0.444444444,0.444444444,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0.064516129,0.064516129,0.064516129,0,0,0,0,0,0,0,0,0,0.181818187,0.400000012,0.276666683,0.393333346,0.380952392,0.500000015,0.395238119,0.516666681,0.166666667,0,0,0,6,6,1,2,4,2,2,4,0,2,-2,-1
lendrum,archer,0,0,0.436507937,0.436507937,0.285714286,0.436507937,0.436507937,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.142857143,0.166666667,0.153846154,0.285714286,0.333333333,0.307692308,0.285714286,0.333333333,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0.333333343,0.543209897,0.455555578,0.451111126,0.500000015,0.604938295,0.512500025,0.62469138,0.142857143,0,0,0,7,6,2,2,2,2,5,4,1,0,1,0
mcnicol,arcand,0,0,0.53968254,0.53968254,0.285714286,0.53968254,0.53968254,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.2,0.233333333,0.215384615,0.285714286,0.333333333,0.307692308,0.285714286,0.333333333,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0.333333333,0.285714286,0,0,0,0,0,0,0.307692308,0.333333333,0.285714286,0,0,0,0,0,0,0.055555556,0.064516129,0.059701493,0.038461538,0.047619048,0.042553191,0.25,0.5,0.5,0.25,0.25,0,0.444444458,0.433333349,0.455555578,0.359595971,0.583333351,0.604938295,0.600000031,0.629629652,0.071428571,0,0,0,7,6,2,2,2,2,5,4,1,0,1,0
hunter,arial,0,0,0,0,0.166666667,0,0,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.233333333,0.28,0.254545455,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.200000006,0.24242425,0.206666678,0.250505057,0.285714294,0.402777791,0.295238112,0.413888901,0.25,0,0,0,6,5,2,2,2,3,4,2,1,-1,2,0
busch,arkell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.08,0.072727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0,0,0.121212125,0.24242425,0.12424243,0.250505057,0.222222229,0.380952392,0.227777789,0.393650804,0.166666667,0,0,0,5,6,1,2,1,2,4,4,-1,-1,0,-1
fraser,arksey,0.5,0.5,0.694444444,0.694444444,0.666666667,0.694444444,0.694444444,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.2,0.2,0.2,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0.666666667,0.666666667,0.666666667,0.2,0.2,0.2,0,0,0,0.666666667,0.666666667,0.666666667,0.142857143,0.142857143,0.142857143,0,0,0,0.322580645,0.322580645,0.322580645,0.238095238,0.238095238,0.238095238,0.5,0,0.5,0.5,0.25,0.25,0.714285731,0.750000015,0.55833336,0.769444458,0.714285731,0.750000015,0.738095275,0.769444458,0.5,0,0,0,6,6,2,2,2,2,4,4,0,0,0,0
gray,armstrong,0.111111111,0.111111111,0.407407407,0.407407407,0.333333333,0.407407407,0.407407407,0.153846154,0.153846154,0.25,0.25,0.111111111,0.111111111,0.155555556,0.35,0.215384615,0.333333333,0.75,0.461538462,0.333333333,0.75,0.461538462,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0.5,0.222222222,0,0,0,0,0,0,0.307692308,0.5,0.222222222,0,0,0,0,0,0,0.043478261,0.095238095,0.059701493,0,0,0,0.25,0,0,0.25,0.25,0.25,0.24242425,0.363636374,0.254545472,0.377777788,0.666666687,0.666666687,0.693333375,0.700000018,0.166666667,0,0,0,4,9,1,2,1,2,3,7,-5,-1,-4,-1
