ln71,ln81,edit,dl,jaro,jw,bag,pw,sw,lcs3avg,lcs2avg,lcs3sht,lcs2sht,lcs3long,lcs2long,SWlong,SWsht,SWavg,1gramslong,1gramssht,1gramsavg,pad1gramslong,pad1gramssht,pad1gramsavg,2gramslong,2gramssht,2gramsavg,pad2gramslong,pad2gramssht,pad2gramsavg,3gramslong,3gramssht,3gramsavg,pad3gramslong,pad3gramssht,pad3gramsavg,pos1gramsavg,pos1gramssht,pos1gramslong,pos2gramsavg,pos2gramssht,pos2gramslong,pos3gramsavg,pos3gramssht,pos3gramslong,padpos1gramsavg,padpos1gramssht,padpos1gramslong,padpos2gramsavg,padpos2gramssht,padpos2gramslong,padpos3gramsavg,padpos3gramssht,padpos3gramslong,padskipgramslong,padskipgramssht,padskipgramsavg,skipgramslong,skipgramssht,skipgramsavg,Soundex,Phonex,Phonix,NYSIIS,D-Metaphone,FuzSoundex,Genjac2j,Genjac3j,Genjac2jw,Genjac3jw,Mong2j,Mong3j,Mong2jw,Mong3jw,editex,SAPSavg,SAPSsht,SAPSlong,len1,len2,s1,s2,v1,v2,c1,c2,difflen,diffvow,diffcons,diffsyl
rancour,ketchapaw,0.111111111,0.111111111,0.417989418,0.417989418,0.222222222,0.417989418,0.417989418,0.125,0.125,0.142857143,0.142857143,0.111111111,0.111111111,0.111111111,0.142857143,0.125,0.222222222,0.285714286,0.25,0.222222222,0.285714286,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.142857143,0.111111111,0,0,0,0,0,0,0.125,0.142857143,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.5,0,0,0.333333343,0.407407423,0.341666684,0.347008558,0.500000015,0.543209897,0.512500025,0.562962982,0.277777778,0,0,0,7,9,2,3,3,3,4,6,-2,0,-2,-1
linklater,keyes,0.222222222,0.222222222,0.437037037,0.437037037,0.222222222,0.437037037,0.437037037,0.142857143,0.142857143,0.2,0.2,0.111111111,0.111111111,0.111111111,0.2,0.142857143,0.222222222,0.4,0.285714286,0.222222222,0.4,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0.076923077,0.055555556,0,0,0,0,0,0,0,0.25,0,0.303030312,0.414141427,0.312121229,0.428282841,0.400000012,0.515151533,0.41000002,0.529292947,0.277777778,0,0,0,9,5,3,1,3,2,6,3,4,1,3,2
routier,kidd,0.142857143,0.142857143,0,0,0.142857143,0,0,0.181818182,0.181818182,0.25,0.25,0.142857143,0.142857143,0.142857143,0.25,0.181818182,0.142857143,0.25,0.181818182,0.142857143,0.25,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027777778,0.047619048,0.035087719,0,0,0,0.5,0.5,0.75,0.25,0.5,0.5,0.296296305,0.419753101,0.303703719,0.434567915,0.333333343,0.481481499,0.341666684,0.496296313,0.285714286,0,0,0,7,4,2,1,4,1,3,3,3,3,0,1
feeny,kilgour,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114285714,0.16,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0.111111114,0.222222229,0.113888895,0.229629636,0.222222229,0.380952392,0.227777789,0.393650804,0.214285714,0,0,0,5,7,2,2,2,3,3,4,-2,-1,-1,0
wintringham,kilpatrick,0.181818182,0.181818182,0.587878788,0.587878788,0.454545455,0.587878788,0.587878788,0.285714286,0.285714286,0.3,0.3,0.272727273,0.272727273,0.272727273,0.3,0.285714286,0.454545455,0.5,0.476190476,0.454545455,0.5,0.476190476,0.2,0.222222222,0.210526316,0.166666667,0.181818182,0.173913043,0.111111111,0.125,0.117647059,0.076923077,0.083333333,0.08,0.380952381,0.4,0.363636364,0.210526316,0.222222222,0.2,0.117647059,0.125,0.111111111,0.380952381,0.4,0.363636364,0.173913043,0.181818182,0.166666667,0.08,0.083333333,0.076923077,0.142857143,0.156862745,0.14953271,0.130434783,0.146341463,0.137931034,0,0.5,0,0.25,0,0.5,0.428571437,0.547619062,0.4357143,0.647863264,0.611111124,0.63247865,0.622222245,0.651282067,0.227272727,0,0,0,11,10,3,3,3,3,8,7,1,0,1,0
short,kilty,0,0,0.466666667,0.466666667,0.2,0.466666667,0.466666667,0.2,0.2,0.2,0.2,0.2,0.2,0.36,0.36,0.36,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0.038461538,0.038461538,0.038461538,0,0,0,0.5,0.5,0.25,0.25,0.333333333,0.25,0.222222229,0.358024703,0.229629642,0.370370381,0.333333343,0.460317475,0.344444464,0.47619049,0.2,0,0,0,5,5,1,2,1,1,4,4,0,0,0,-1
renolds,king,0.142857143,0.142857143,0.464285714,0.464285714,0.142857143,0.464285714,0.464285714,0.181818182,0.181818182,0.25,0.25,0.142857143,0.142857143,0.2,0.35,0.254545455,0.142857143,0.25,0.181818182,0.142857143,0.25,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.25,0.142857143,0,0,0,0,0,0,0.181818182,0.25,0.142857143,0,0,0,0,0,0,0.027777778,0.047619048,0.035087719,0,0,0,0.25,0.75,0.25,0.5,0.25,0.25,0.296296305,0.419753101,0.303703719,0.434567915,0.333333343,0.481481499,0.341666684,0.496296313,0.214285714,0,0,0,7,4,2,1,2,1,5,3,3,1,2,1
mercier,kinnell,0,0,0.428571429,0.428571429,0.285714286,0.428571429,0.428571429,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.257142857,0.257142857,0.257142857,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0.027777778,0.027777778,0.027777778,0,0,0,0,0.25,0.25,0.25,0,0,0.444444458,0.604938295,0.455555578,0.410101024,0.583333351,0.604938295,0.600000031,0.629629652,0.285714286,0,0,0,7,7,2,2,3,2,4,5,0,1,-1,0
tilley,kinney,0.5,0.5,0.666666667,0.666666667,0.5,0.666666667,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.2,0.285714286,0.285714286,0.285714286,0,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0.2,0.2,0.2,0,0,0,0.5,0.5,0.5,0.285714286,0.285714286,0.285714286,0.25,0.25,0.25,0.290322581,0.290322581,0.290322581,0.142857143,0.142857143,0.142857143,0.5,0.5,0.5,0.5,0,0.5,0.583333343,0.750000015,0.591666684,0.763888903,0.666666678,0.750000015,0.676190495,0.763888903,0.666666667,0,0,0,6,6,2,2,2,2,4,4,0,0,0,0
gosselin,sugden,0.25,0.25,0.638888889,0.638888889,0.5,0.638888889,0.638888889,0.142857143,0.142857143,0.166666667,0.166666667,0.125,0.125,0.175,0.233333333,0.2,0.5,0.666666667,0.571428571,0.5,0.666666667,0.571428571,0,0,0,0.111111111,0.142857143,0.125,0,0,0,0.1,0.125,0.111111111,0.571428571,0.666666667,0.5,0,0,0,0,0,0,0.571428571,0.666666667,0.5,0.125,0.142857143,0.111111111,0.111111111,0.125,0.1,0.048780488,0.064516129,0.055555556,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,0.555555569,0.533333349,0.446666688,0.450505062,0.629629645,0.644444466,0.648148179,0.671111131,0.375,0.081632653,0.095238095,0.071428571,8,6,3,2,3,2,5,4,2,1,1,1
mckenzie,kipp,0.125,0.125,0.458333333,0.458333333,0.25,0.458333333,0.458333333,0.166666667,0.166666667,0.25,0.25,0.125,0.125,0.175,0.35,0.233333333,0.25,0.5,0.333333333,0.25,0.5,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.25,0.125,0,0,0,0,0,0,0.166666667,0.25,0.125,0,0,0,0,0,0,0.024390244,0.047619048,0.032258065,0,0,0,0,0,0,0.5,0.25,0,0.266666675,0.292929303,0.276666683,0.309090918,0.444444458,0.544444466,0.455555578,0.562222242,0.25,0,0,0,8,4,1,1,3,1,5,3,4,2,2,0
malcolm,gelhardt,0.125,0.125,0.345238095,0.345238095,0.25,0.345238095,0.345238095,0.133333333,0.133333333,0.142857143,0.142857143,0.125,0.125,0.175,0.2,0.186666667,0.25,0.285714286,0.266666667,0.25,0.285714286,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0.142857143,0.125,0,0,0,0,0,0,0.133333333,0.142857143,0.125,0,0,0,0,0,0,0.024390244,0.027777778,0.025974026,0,0,0,0.25,0.25,0.25,0.5,0.25,0.25,0.363636374,0.544444466,0.372727291,0.460606077,0.583333351,0.604938295,0.600000031,0.629629652,0.375,0,0,0,7,8,2,2,2,2,5,6,-1,0,-1,0
mckenny,kippen,0.142857143,0.142857143,0.642857143,0.642857143,0.428571429,0.642857143,0.642857143,0.307692308,0.307692308,0.333333333,0.333333333,0.285714286,0.285714286,0.285714286,0.333333333,0.307692308,0.428571429,0.5,0.461538462,0.428571429,0.5,0.461538462,0.166666667,0.2,0.181818182,0.125,0.142857143,0.133333333,0,0,0,0,0,0,0.461538462,0.5,0.428571429,0.181818182,0.2,0.166666667,0,0,0,0.461538462,0.5,0.428571429,0.133333333,0.142857143,0.125,0,0,0,0.083333333,0.096774194,0.089552239,0.076923077,0.095238095,0.085106383,0.5,0.5,0.5,0.25,0.333333333,0.25,0.272727278,0.383838393,0.281818195,0.397979807,0.625000015,0.679012365,0.641666695,0.701234586,0.428571429,0.142857143,0.142857143,0.142857143,7,6,2,2,1,2,6,4,1,-1,2,0
mcleod,kirk,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0,0.25,0,0.133333337,0.266666675,0.136666673,0.275555563,0.190476196,0.333333343,0.195238105,0.344444454,0.166666667,0,0,0,6,4,1,1,2,1,4,3,2,1,1,0
verret,kirkland,0.125,0.125,0.430555556,0.430555556,0.125,0.430555556,0.430555556,0.142857143,0.142857143,0.166666667,0.166666667,0.125,0.125,0.175,0.233333333,0.2,0.125,0.166666667,0.142857143,0.125,0.166666667,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.166666667,0.125,0,0,0,0,0,0,0.142857143,0.166666667,0.125,0,0,0,0,0,0,0.024390244,0.032258065,0.027777778,0,0,0,0.25,0,0,0.5,0.25,0.25,0.222222229,0.393939408,0.227777789,0.40606062,0.47619049,0.611111134,0.490476217,0.633333355,0.375,0,0,0,6,8,2,2,2,2,4,6,-2,0,-2,0
pritchard,kitchen,0.444444444,0.444444444,0.671957672,0.671957672,0.444444444,0.671957672,0.671957672,0.5,0.5,0.571428571,0.571428571,0.444444444,0.444444444,0.488888889,0.628571429,0.55,0.444444444,0.571428571,0.5,0.444444444,0.571428571,0.5,0.375,0.5,0.428571429,0.3,0.375,0.333333333,0.285714286,0.4,0.333333333,0.181818182,0.222222222,0.2,0.5,0.571428571,0.444444444,0.428571429,0.5,0.375,0.333333333,0.4,0.285714286,0.5,0.571428571,0.444444444,0.333333333,0.375,0.3,0.2,0.222222222,0.181818182,0.260869565,0.333333333,0.292682927,0.305555556,0.423076923,0.35483871,0.25,0.25,0,0.25,0.25,0,0.515151522,0.616161628,0.521212133,0.632323243,0.566666675,0.666666681,0.573333347,0.682828296,0.5,0,0,0,9,7,2,2,2,2,7,5,2,0,2,0
sodawater,kitchen,0.111111111,0.111111111,0.417989418,0.417989418,0.222222222,0.417989418,0.417989418,0.125,0.125,0.142857143,0.142857143,0.111111111,0.111111111,0.155555556,0.2,0.175,0.222222222,0.285714286,0.25,0.222222222,0.285714286,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.142857143,0.111111111,0,0,0,0,0,0,0.125,0.142857143,0.111111111,0,0,0,0,0,0,0.043478261,0.055555556,0.048780488,0,0,0,0.25,0.25,0.25,0.25,0,0,0.256410264,0.350427362,0.264102578,0.362393173,0.333333343,0.414141427,0.343333352,0.428282841,0.277777778,0,0,0,9,7,4,2,4,2,5,5,2,2,0,2
seiffert,kitching,0,0,0.416666667,0.416666667,0.25,0.416666667,0.416666667,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,0.125,0,0,0,0,0,0,0.125,0.125,0.125,0,0,0,0,0,0,0.024390244,0.024390244,0.024390244,0,0,0,0,0.25,0,0.25,0,0,0.256410264,0.333333346,0.264102578,0.418518533,0.370370381,0.488888907,0.381481502,0.50222224,0.125,0,0,0,8,8,2,2,3,2,5,6,0,1,-1,0
senclair,knapp,0.25,0.25,0.55,0.55,0.25,0.55,0.55,0.153846154,0.153846154,0.2,0.2,0.125,0.125,0.125,0.2,0.153846154,0.25,0.4,0.307692308,0.25,0.4,0.307692308,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.2,0.125,0,0,0,0,0,0,0.153846154,0.2,0.125,0,0,0,0,0,0,0.048780488,0.076923077,0.059701493,0,0,0,0.25,0,0,0.25,0.25,0.25,0.333333343,0.433333349,0.343333352,0.451111126,0.444444458,0.600000024,0.455555578,0.617777801,0.3125,0,0,0,8,5,2,1,3,1,5,4,3,2,1,1
tessier,knetchel,0.25,0.25,0.490079365,0.490079365,0.375,0.490079365,0.490079365,0.133333333,0.133333333,0.142857143,0.142857143,0.125,0.125,0.175,0.2,0.186666667,0.375,0.428571429,0.4,0.375,0.428571429,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0.285714286,0.25,0,0,0,0,0,0,0.266666667,0.285714286,0.25,0,0,0,0,0,0,0.073170732,0.083333333,0.077922078,0,0,0,0,0.5,0.25,0.25,0,0,0.363636374,0.46464648,0.375757597,0.482828297,0.500000015,0.567901254,0.516666695,0.590123475,0.375,0,0,0,7,8,2,2,3,2,4,6,-1,1,-2,0
scaugall,nipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.1,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0.111111114,0.222222229,0.113888895,0.229629636,0.148148153,0.266666675,0.151851859,0.275555563,0.375,0,0,0,8,4,2,1,3,2,5,2,4,1,3,1
cowen,knowles,0.428571429,0.428571429,0.676190476,0.676190476,0.571428571,0.676190476,0.676190476,0.333333333,0.333333333,0.4,0.4,0.285714286,0.285714286,0.285714286,0.4,0.333333333,0.571428571,0.8,0.666666667,0.571428571,0.8,0.666666667,0.166666667,0.25,0.2,0.125,0.166666667,0.142857143,0,0,0,0,0,0,0.5,0.6,0.428571429,0.2,0.25,0.166666667,0,0,0,0.5,0.6,0.428571429,0.142857143,0.166666667,0.125,0,0,0,0.194444444,0.269230769,0.225806452,0.153846154,0.25,0.19047619,0.25,0.5,0.25,0.333333333,0,0,0.541666679,0.555555569,0.422222243,0.57777779,0.722222239,0.714285731,0.74444448,0.742857158,0.5,0.048780488,0.05,0.047619048,5,7,2,2,2,2,3,5,-2,0,-2,0
miller,knox,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0.2,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0.25,0.133333337,0.266666675,0.136666673,0.275555563,0.190476196,0.333333343,0.195238105,0.344444454,0.25,0,0,0,6,4,2,1,2,1,4,3,2,1,1,1
julien,knutson,0.285714286,0.285714286,0.53968254,0.53968254,0.285714286,0.53968254,0.53968254,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.2,0.233333333,0.215384615,0.285714286,0.333333333,0.307692308,0.285714286,0.333333333,0.307692308,0,0,0,0.125,0.142857143,0.133333333,0,0,0,0.111111111,0.125,0.117647059,0.307692308,0.333333333,0.285714286,0,0,0,0,0,0,0.307692308,0.333333333,0.285714286,0.133333333,0.142857143,0.125,0.117647059,0.125,0.111111111,0.083333333,0.096774194,0.089552239,0,0,0,0,0,0,0.25,0.25,0,0.366666675,0.477777791,0.373333347,0.491111124,0.523809535,0.597222239,0.533333353,0.613888904,0.357142857,0,0,0,6,7,2,2,3,2,3,5,-1,1,-2,0
sherman,karry,0.142857143,0.142857143,0.447619048,0.447619048,0.285714286,0.447619048,0.447619048,0.166666667,0.166666667,0.2,0.2,0.142857143,0.142857143,0.2,0.28,0.233333333,0.285714286,0.4,0.333333333,0.285714286,0.4,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.2,0.142857143,0,0,0,0,0,0,0.166666667,0.2,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0.5,0.25,0.25,0.500000015,0.377777791,0.381481502,0.501234584,0.500000015,0.543209897,0.512500025,0.562962982,0.285714286,0,0,0,7,5,2,2,2,1,5,4,2,1,1,0
vance,kurt,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.1,0.088888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0.25,0.148148153,0.296296305,0.151851859,0.306172848,0.222222229,0.380952392,0.227777789,0.393650804,0.1,0,0,0,5,4,1,1,2,1,3,3,1,1,0,0
minto,cramer,0,0,0,0,0.166666667,0,0,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.233333333,0.28,0.254545455,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.200000006,0.322222233,0.206666678,0.335555565,0.333333343,0.460317475,0.344444464,0.479365093,0.166666667,0,0,0,5,6,2,2,2,2,3,4,-1,0,-1,0
charnock,kratz,0.125,0.125,0.383333333,0.383333333,0.375,0.383333333,0.383333333,0.153846154,0.153846154,0.2,0.2,0.125,0.125,0.125,0.2,0.153846154,0.375,0.6,0.461538462,0.375,0.6,0.461538462,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0.4,0.25,0,0,0,0,0,0,0.307692308,0.4,0.25,0,0,0,0,0,0,0.024390244,0.038461538,0.029850746,0,0,0,0.5,0.25,0,0.25,0.25,0.5,0.24242425,0.433333349,0.254545472,0.451111126,0.444444458,0.544444466,0.459259285,0.562222242,0.25,0,0,0,8,5,2,1,2,1,6,4,3,1,2,1
reil,krauskopf,0.111111111,0.111111111,0.453703704,0.453703704,0.111111111,0.453703704,0.453703704,0.153846154,0.153846154,0.25,0.25,0.111111111,0.111111111,0.2,0.45,0.276923077,0.111111111,0.25,0.153846154,0.111111111,0.25,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.25,0.111111111,0,0,0,0,0,0,0.153846154,0.25,0.111111111,0,0,0,0,0,0,0.02173913,0.047619048,0.029850746,0,0,0,0,0,0,0.5,0.25,0,0.166666672,0.268518527,0.172222232,0.279629638,0.400000012,0.537037055,0.413333356,0.559259276,0.333333333,0,0,0,4,9,1,2,2,3,2,6,-5,-1,-4,-1
maynard,kyle,0.142857143,0.142857143,0.464285714,0.464285714,0.142857143,0.464285714,0.464285714,0.181818182,0.181818182,0.25,0.25,0.142857143,0.142857143,0.142857143,0.25,0.181818182,0.142857143,0.25,0.181818182,0.142857143,0.25,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.25,0.142857143,0,0,0,0,0,0,0.181818182,0.25,0.142857143,0,0,0,0,0,0,0.027777778,0.047619048,0.035087719,0,0,0,0,0.5,0.25,0.25,0,0,0.296296305,0.419753101,0.303703719,0.434567915,0.333333343,0.481481499,0.341666684,0.496296313,0.214285714,0,0,0,7,4,2,1,2,1,5,3,3,1,2,1
skelton,labbe,0,0,0.447619048,0.447619048,0.285714286,0.447619048,0.447619048,0.166666667,0.166666667,0.2,0.2,0.142857143,0.142857143,0.142857143,0.2,0.166666667,0.285714286,0.4,0.333333333,0.285714286,0.4,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.2,0.142857143,0,0,0,0,0,0,0.166666667,0.2,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0.266666675,0.377777791,0.276666683,0.391111124,0.416666679,0.543209897,0.42916669,0.562962982,0.142857143,0,0,0,7,5,2,1,2,2,5,3,2,0,2,1
peters,labbe,0,0,0.455555556,0.455555556,0.166666667,0.455555556,0.455555556,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.233333333,0.28,0.254545455,0.166666667,0.2,0.181818182,0.166666667,0.2,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0.200000006,0.24242425,0.206666678,0.331111121,0.571428588,0.611111134,0.585714315,0.633333355,0.25,0,0,0,6,5,2,1,2,2,4,3,1,0,1,1
langevin,labelle,0.375,0.375,0.601190476,0.680952381,0.375,0.680952381,0.680952381,0.266666667,0.266666667,0.285714286,0.285714286,0.25,0.25,0.25,0.285714286,0.266666667,0.375,0.428571429,0.4,0.375,0.428571429,0.4,0.142857143,0.166666667,0.153846154,0.222222222,0.25,0.235294118,0,0,0,0.2,0.222222222,0.210526316,0.4,0.428571429,0.375,0.153846154,0.166666667,0.142857143,0,0,0,0.4,0.428571429,0.375,0.235294118,0.25,0.222222222,0.210526316,0.222222222,0.2,0.170731707,0.194444444,0.181818182,0.096774194,0.115384615,0.105263158,0.25,0.25,0.25,0.5,0.25,0.25,0.424242431,0.633333349,0.338888898,0.646666682,0.518518527,0.633333349,0.525925941,0.646666682,0.4375,0,0,0,8,7,3,1,3,3,5,4,1,0,1,2
shepard,laberge,0,0,0.523809524,0.523809524,0.428571429,0.523809524,0.523809524,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.314285714,0.314285714,0.314285714,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0.027777778,0.027777778,0.027777778,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.518518534,0.604938295,0.533333361,0.511111128,0.583333351,0.604938295,0.600000031,0.629629652,0.142857143,0,0,0,7,7,2,1,2,3,5,4,0,-1,1,1
myres,labresque,0.333333333,0.333333333,0.644444444,0.644444444,0.333333333,0.644444444,0.644444444,0.428571429,0.428571429,0.6,0.6,0.333333333,0.333333333,0.333333333,0.6,0.428571429,0.333333333,0.6,0.428571429,0.333333333,0.6,0.428571429,0.25,0.5,0.333333333,0.2,0.333333333,0.25,0.142857143,0.333333333,0.2,0.090909091,0.142857143,0.111111111,0.428571429,0.6,0.333333333,0.333333333,0.5,0.25,0.2,0.333333333,0.142857143,0.428571429,0.6,0.333333333,0.25,0.333333333,0.2,0.111111111,0.142857143,0.090909091,0.152173913,0.269230769,0.194444444,0.166666667,0.375,0.230769231,0.25,0,0.25,0.5,0.5,0.25,0.363636369,0.454545465,0.36969698,0.486868696,0.666666677,0.746031761,0.677777797,0.765079379,0.444444444,0,0,0,5,9,2,1,1,4,4,5,-4,-3,-1,1
mcneill,labrosse,0,0,0,0,0.25,0,0,0.133333333,0.133333333,0.142857143,0.142857143,0.125,0.125,0.125,0.142857143,0.133333333,0.25,0.285714286,0.266666667,0.25,0.285714286,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205128211,0.230158738,0.212820525,0.30085471,0.500000015,0.543209897,0.516666695,0.562962982,0.1875,0,0,0,7,8,1,1,2,3,5,5,-1,-1,0,0
peter,lally,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.25,0,0.25,0.133333337,0.266666675,0.136666673,0.275555563,0.222222229,0.380952392,0.227777789,0.393650804,0.2,0,0,0,5,5,2,2,2,1,3,4,0,1,-1,0
manthe,lachance,0.25,0.25,0.638888889,0.638888889,0.5,0.638888889,0.638888889,0.285714286,0.285714286,0.333333333,0.333333333,0.25,0.25,0.25,0.333333333,0.285714286,0.5,0.666666667,0.571428571,0.5,0.666666667,0.571428571,0.142857143,0.2,0.166666667,0.222222222,0.285714286,0.25,0,0,0,0.1,0.125,0.111111111,0.428571429,0.5,0.375,0,0,0,0,0,0,0.428571429,0.5,0.375,0.125,0.142857143,0.111111111,0.111111111,0.125,0.1,0.195121951,0.258064516,0.222222222,0.129032258,0.19047619,0.153846154,0,0,0,0.25,0.25,0.25,0.592592604,0.600000012,0.603703724,0.615555567,0.761904776,0.750000015,0.776190502,0.769444458,0.3125,0,0,0,6,8,1,1,2,3,4,5,-2,-1,-1,0
ruthman,lafaver,0,0,0.428571429,0.428571429,0.285714286,0.428571429,0.428571429,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0.222222229,0.314814826,0.230555569,0.325925936,0.416666679,0.481481499,0.42916669,0.501234584,0.214285714,0,0,0,7,7,2,3,2,3,5,4,0,-1,1,-1
phippin,lafleur,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057142857,0.057142857,0.057142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.095238098,0.190476196,0.097619052,0.196825402,0.166666672,0.296296305,0.170833342,0.306172848,0.142857143,0,0,0,7,7,2,2,2,3,5,4,0,-1,1,0
mulloy,lafleur,0.142857143,0.142857143,0.53968254,0.53968254,0.428571429,0.53968254,0.53968254,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.2,0.233333333,0.215384615,0.428571429,0.5,0.461538462,0.428571429,0.5,0.461538462,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0.333333333,0.285714286,0,0,0,0,0,0,0.307692308,0.333333333,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.444444458,0.543209897,0.459259285,0.45555557,0.571428588,0.611111134,0.590476223,0.63888891,0.357142857,0,0,0,6,7,2,2,2,3,4,4,-1,-1,0,0
