first,second,edit,dl,jaro,jw,bag,pw,sw,lcs3avg,lcs2avg,lcs3sht,lcs2sht,lcs3long,lcs2long,SWlong,SWsht,SWavg,1gramslong,1gramssht,1gramsavg,pad1gramslong,pad1gramssht,pad1gramsavg,2gramslong,2gramssht,2gramsavg,pad2gramslong,pad2gramssht,pad2gramsavg,3gramslong,3gramssht,3gramsavg,pad3gramslong,pad3gramssht,pad3gramsavg,pos1gramsavg,pos1gramssht,pos1gramslong,pos2gramsavg,pos2gramssht,pos2gramslong,pos3gramsavg,pos3gramssht,pos3gramslong,padpos1gramsavg,padpos1gramssht,padpos1gramslong,padpos2gramsavg,padpos2gramssht,padpos2gramslong,padpos3gramsavg,padpos3gramssht,padpos3gramslong,padskipgramslong,padskipgramssht,padskipgramsavg,skipgramslong,skipgramssht,skipgramsavg,Soundex,Phonex,Phonix,NYSIIS,D-Metaphone,FuzSoundex,Genjac2j,Genjac3j,Genjac2jw,Genjac3jw,Mong2j,Mong3j,Mong2jw,Mong3jw,editex,SAPSavg,SAPSsht,SAPSlong
f,bruce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0.25,0.222222229,0.301587309,0.227777789,0.314285721,0.666666687,0.703703721,0.683333367,0.733333349,0,0,0,0
minnie,bernas,0.166666667,0.166666667,0.444444444,0.444444444,0.333333333,0.444444444,0.444444444,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.233333333,0.233333333,0.233333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0.032258065,0.032258065,0.032258065,0,0,0,0,0.75,0.5,0.25,0.25,0,0.370370381,0.481481499,0.381481502,0.496296313,0.571428588,0.611111134,0.590476223,0.633333355,0.333333333,0,0,0
george,berrel,0.333333333,0.333333333,0.666666667,0.666666667,0.5,0.666666667,0.666666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.233333333,0.233333333,0.233333333,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.258064516,0.258064516,0.258064516,0.19047619,0.19047619,0.19047619,0.5,0.25,0.25,0.5,0.333333333,0.5,0.416666679,0.555555569,0.43333336,0.570370383,0.666666687,0.694444463,0.685714321,0.711111128,0.416666667,0,0,0
lumina,burton,0.166666667,0.166666667,0.555555556,0.555555556,0.333333333,0.555555556,0.555555556,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.233333333,0.233333333,0.233333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.096774194,0.096774194,0.096774194,0,0,0,0,0.25,0.5,0.25,0.25,0,0.370370381,0.506172856,0.381481502,0.52098767,0.571428588,0.666666687,0.585714315,0.683333352,0.25,0,0,0
roseanna,byron,0.125,0.125,0.658333333,0.658333333,0.375,0.658333333,0.658333333,0.307692308,0.307692308,0.4,0.4,0.25,0.25,0.25,0.4,0.307692308,0.375,0.6,0.461538462,0.375,0.6,0.461538462,0.142857143,0.25,0.181818182,0.111111111,0.166666667,0.133333333,0,0,0,0,0,0,0.461538462,0.6,0.375,0.181818182,0.25,0.142857143,0,0,0,0.461538462,0.6,0.375,0.133333333,0.166666667,0.111111111,0,0,0,0.073170732,0.115384615,0.089552239,0.064516129,0.125,0.085106383,0.5,0.5,0.5,0.5,0.333333333,0.5,0.272727278,0.305555562,0.281818195,0.318518524,0.555555569,0.611111128,0.570370396,0.631111127,0.4375,0.093023256,0.1,0.086956522
louisa,annie,0.166666667,0.166666667,0.455555556,0.455555556,0.333333333,0.455555556,0.455555556,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.166666667,0.2,0.181818182,0.333333333,0.4,0.363636364,0.333333333,0.4,0.363636364,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.032258065,0.038461538,0.035087719,0,0,0,0.5,0.5,0.5,0,0,0.5,0.296296305,0.419753101,0.307407426,0.434567915,0.47619049,0.541666687,0.490476217,0.558333352,0.333333333,0,0,0
margret,charles,0.285714286,0.285714286,0.619047619,0.619047619,0.428571429,0.619047619,0.619047619,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.314285714,0.314285714,0.314285714,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.428571429,0.166666667,0.166666667,0.166666667,0.125,0.125,0.125,0,0,0,0,0,0,0.428571429,0.428571429,0.428571429,0.166666667,0.166666667,0.166666667,0,0,0,0.428571429,0.428571429,0.428571429,0.125,0.125,0.125,0,0,0,0.194444444,0.194444444,0.194444444,0.153846154,0.153846154,0.153846154,0.25,0.25,0,0.5,0.25,0.25,0.555555569,0.55555557,0.443333352,0.472727282,0.708333351,0.679012365,0.725000031,0.706172857,0.357142857,0,0,0
charlotte,lindsay,0,0,0.417989418,0.417989418,0.222222222,0.417989418,0.417989418,0.125,0.125,0.142857143,0.142857143,0.111111111,0.111111111,0.155555556,0.2,0.175,0.222222222,0.285714286,0.25,0.222222222,0.285714286,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0.256410264,0.333333346,0.264102578,0.347008558,0.400000012,0.494949514,0.41000002,0.511111129,0.222222222,0,0,0
scott,cordelia,0.125,0.125,0.55,0.55,0.25,0.55,0.55,0.307692308,0.307692308,0.4,0.4,0.25,0.25,0.25,0.4,0.307692308,0.25,0.4,0.307692308,0.25,0.4,0.307692308,0.142857143,0.25,0.181818182,0.111111111,0.166666667,0.133333333,0,0,0,0,0,0,0.307692308,0.4,0.25,0.181818182,0.25,0.142857143,0,0,0,0.307692308,0.4,0.25,0.133333333,0.166666667,0.111111111,0,0,0,0.097560976,0.153846154,0.119402985,0.064516129,0.125,0.085106383,0.25,0.5,0.25,0.25,0.25,0,0.272727278,0.383838393,0.278787889,0.395959605,0.611111124,0.714285731,0.622222245,0.736507952,0.25,0,0,0
isabella,cordilia,0.25,0.25,0.5,0.5,0.375,0.5,0.5,0.125,0.125,0.125,0.125,0.125,0.125,0.175,0.175,0.175,0.375,0.375,0.375,0.375,0.375,0.375,0,0,0,0.111111111,0.111111111,0.111111111,0,0,0,0.1,0.1,0.1,0.25,0.25,0.25,0,0,0,0,0,0,0.25,0.25,0.25,0.111111111,0.111111111,0.111111111,0.1,0.1,0.1,0.170731707,0.170731707,0.170731707,0.129032258,0.129032258,0.129032258,0.25,0,0,0,0.25,0,0.282051288,0.384615394,0.289743602,0.396581205,0.629629645,0.666666687,0.648148179,0.686666685,0.3125,0,0,0
minny,caleb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0.25,0.133333337,0.266666675,0.136666673,0.275555563,0.222222229,0.380952392,0.227777789,0.393650804,0.2,0,0,0
harvy,calib,0.2,0.2,0.466666667,0.466666667,0.2,0.466666667,0.466666667,0.2,0.2,0.2,0.2,0.2,0.2,0.28,0.28,0.28,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0.076923077,0.076923077,0.076923077,0,0,0,0.5,0.25,0.25,0.25,0,0.5,0.333333343,0.500000015,0.341666684,0.513888903,0.444444458,0.571428588,0.455555578,0.587301603,0.3,0,0,0
telesphor,calexte,0.222222222,0.222222222,0.476190476,0.476190476,0.444444444,0.476190476,0.476190476,0.25,0.5,0.285714286,0.571428571,0.222222222,0.444444444,0.266666667,0.342857143,0.3,0.444444444,0.571428571,0.5,0.444444444,0.571428571,0.5,0.25,0.333333333,0.285714286,0.2,0.25,0.222222222,0,0,0,0,0,0,0.25,0.285714286,0.222222222,0.142857143,0.166666667,0.125,0,0,0,0.25,0.285714286,0.222222222,0.111111111,0.125,0.1,0,0,0,0.130434783,0.166666667,0.146341463,0.138888889,0.192307692,0.161290323,0.5,0.5,0.25,0.75,0.25,0,0.307692312,0.40170941,0.315384626,0.415384623,0.466666675,0.525252537,0.476666683,0.541414152,0.333333333,0,0,0
elizabeth,calvin,0.111111111,0.111111111,0.444444444,0.444444444,0.333333333,0.444444444,0.444444444,0.133333333,0.133333333,0.166666667,0.166666667,0.111111111,0.111111111,0.155555556,0.233333333,0.186666667,0.333333333,0.5,0.4,0.333333333,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0.333333333,0.222222222,0,0,0,0,0,0,0.266666667,0.333333333,0.222222222,0,0,0,0,0,0,0.043478261,0.064516129,0.051948052,0.027777778,0.047619048,0.035087719,0.25,0,0.25,0,0.25,0,0.363636374,0.361111124,0.375757597,0.379629642,0.466666681,0.494949514,0.480000025,0.515151533,0.111111111,0,0,0
woodburn,camille,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.114285714,0.106666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.088888892,0.177777783,0.091111116,0.183703709,0.148148153,0.266666675,0.151851859,0.275555563,0.3125,0,0,0
maria,cameron,0.285714286,0.285714286,0.565079365,0.565079365,0.428571429,0.565079365,0.565079365,0.166666667,0.166666667,0.2,0.2,0.142857143,0.142857143,0.4,0.56,0.466666667,0.428571429,0.6,0.5,0.428571429,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.6,0.428571429,0,0,0,0,0,0,0.5,0.6,0.428571429,0,0,0,0,0,0,0.138888889,0.192307692,0.161290323,0.076923077,0.125,0.095238095,0,0,0,0.25,0.5,0,0.370370381,0.530864212,0.516666695,0.550617297,0.666666687,0.682539701,0.694444487,0.707936525,0.428571429,0.095238095,0.133333333,0.074074074
leila,camile,0.333333333,0.333333333,0.577777778,0.577777778,0.666666667,0.577777778,0.577777778,0.363636364,0.363636364,0.4,0.4,0.333333333,0.333333333,0.4,0.48,0.436363636,0.666666667,0.8,0.727272727,0.666666667,0.8,0.727272727,0.4,0.5,0.444444444,0.285714286,0.333333333,0.307692308,0,0,0,0,0,0,0.363636364,0.4,0.333333333,0.222222222,0.25,0.2,0,0,0,0.363636364,0.4,0.333333333,0.153846154,0.166666667,0.142857143,0,0,0,0.225806452,0.269230769,0.245614035,0.19047619,0.25,0.216216216,0.25,0.25,0.25,0.25,0.333333333,0.25,0.666666678,0.625000015,0.680952404,0.647222236,0.777777791,0.777777791,0.800000032,0.800000012,0.5,0,0,0
louisa,camille,0.142857143,0.142857143,0.436507937,0.436507937,0.428571429,0.436507937,0.436507937,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.2,0.233333333,0.215384615,0.428571429,0.5,0.461538462,0.428571429,0.5,0.461538462,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0.25,0.444444458,0.543209897,0.459259285,0.562962982,0.571428588,0.611111134,0.590476223,0.633333355,0.428571429,0,0,0
michel,campbell,0.25,0.25,0.638888889,0.638888889,0.5,0.638888889,0.638888889,0.285714286,0.285714286,0.333333333,0.333333333,0.25,0.25,0.25,0.333333333,0.285714286,0.5,0.666666667,0.571428571,0.5,0.666666667,0.571428571,0.142857143,0.2,0.166666667,0.222222222,0.285714286,0.25,0,0,0,0.1,0.125,0.111111111,0.571428571,0.666666667,0.5,0.166666667,0.2,0.142857143,0,0,0,0.571428571,0.666666667,0.5,0.25,0.285714286,0.222222222,0.111111111,0.125,0.1,0.12195122,0.161290323,0.138888889,0.064516129,0.095238095,0.076923077,0,0,0,0.25,0.5,0,0.466666675,0.55555557,0.476666683,0.474747484,0.761904776,0.694444463,0.776190502,0.722222239,0.4375,0,0,0
cora,candice,0.142857143,0.142857143,0.595238095,0.635714286,0.285714286,0.635714286,0.635714286,0.181818182,0.181818182,0.25,0.25,0.142857143,0.142857143,0.2,0.35,0.254545455,0.285714286,0.5,0.363636364,0.285714286,0.5,0.363636364,0,0,0,0.125,0.2,0.153846154,0,0,0,0.111111111,0.166666667,0.133333333,0.363636364,0.5,0.285714286,0,0,0,0,0,0,0.363636364,0.5,0.285714286,0.153846154,0.2,0.125,0.133333333,0.166666667,0.111111111,0.055555556,0.095238095,0.070175439,0,0,0,0.25,0.5,0.25,0.5,0.25,0.75,0.33333334,0.366666675,0.340740754,0.375555563,0.600000012,0.703703721,0.613333356,0.718518535,0.285714286,0,0,0
elnora,ralph,0,0,0.455555556,0.455555556,0.5,0.455555556,0.455555556,0.363636364,0.363636364,0.4,0.4,0.333333333,0.333333333,0.333333333,0.4,0.363636364,0.5,0.6,0.545454545,0.5,0.6,0.545454545,0.2,0.25,0.222222222,0.142857143,0.166666667,0.153846154,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.181818182,0.2,0.166666667,0,0,0,0,0,0,0.096774194,0.115384615,0.105263158,0.095238095,0.125,0.108108108,0.25,0.25,0.25,0,0.25,0,0.458333343,0.469135814,0.34444446,0.483950628,0.619047633,0.666666687,0.633333359,0.688888907,0.083333333,0,0,0
stephanie,carrie,0.222222222,0.222222222,0.351851852,0.351851852,0.333333333,0.351851852,0.351851852,0.266666667,0.266666667,0.333333333,0.333333333,0.222222222,0.222222222,0.222222222,0.333333333,0.266666667,0.333333333,0.5,0.4,0.333333333,0.5,0.4,0.125,0.2,0.153846154,0.2,0.285714286,0.235294118,0,0,0,0.181818182,0.25,0.210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152173913,0.225806452,0.181818182,0.083333333,0.142857143,0.105263158,0,0,0,0,0,0,0.424242431,0.435185194,0.430303043,0.446296304,0.600000012,0.676767696,0.61000002,0.692929311,0.388888889,0,0,0
emily,eliza,0.4,0.4,0.6,0.64,0.6,0.64,0.64,0.2,0.2,0.2,0.2,0.2,0.2,0.28,0.28,0.28,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0.166666667,0.166666667,0.166666667,0,0,0,0.142857143,0.142857143,0.142857143,0.6,0.6,0.6,0,0,0,0,0,0,0.6,0.6,0.6,0.166666667,0.166666667,0.166666667,0.142857143,0.142857143,0.142857143,0.230769231,0.230769231,0.230769231,0.125,0.125,0.125,0.5,0.5,0.5,0.5,0.333333333,0.5,0.375000007,0.714285731,0.538095261,0.57500001,0.722222239,0.714285731,0.738888919,0.736507952,0.5,0.15,0.15,0.15
hasea,carolina,0.25,0.25,0.55,0.55,0.25,0.55,0.55,0.153846154,0.153846154,0.2,0.2,0.125,0.125,0.125,0.2,0.153846154,0.25,0.4,0.307692308,0.25,0.4,0.307692308,0,0,0,0.111111111,0.166666667,0.133333333,0,0,0,0.1,0.142857143,0.117647059,0.153846154,0.2,0.125,0,0,0,0,0,0,0.153846154,0.2,0.125,0,0,0,0,0,0,0.097560976,0.153846154,0.119402985,0,0,0,0,0,0,0.25,0,0,0.366666675,0.500000012,0.373333347,0.511111122,0.611111124,0.714285731,0.622222245,0.730158746,0.3125,0,0,0
i,carolina,0.125,0.125,0,0,0.125,0,0,0.222222222,0.222222222,1,1,0.125,0.125,0.125,1,0.222222222,0.125,1,0.222222222,0.125,1,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148148153,0.211111116,0.155555566,0.220000005,0.666666687,0.703703721,0.700000048,0.733333349,0.125,0,0,0
michael,carlotta,0,0,0.601190476,0.601190476,0.375,0.601190476,0.601190476,0.133333333,0.133333333,0.142857143,0.142857143,0.125,0.125,0.125,0.142857143,0.133333333,0.375,0.428571429,0.4,0.375,0.428571429,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0.142857143,0.125,0,0,0,0,0,0,0.133333333,0.142857143,0.125,0,0,0,0,0,0,0.073170732,0.083333333,0.077922078,0.096774194,0.115384615,0.105263158,0.25,0.25,0.25,0.25,0.25,0,0.363636374,0.379629642,0.375757597,0.392592604,0.583333351,0.629629652,0.600000031,0.646913601,0.25,0,0,0
cosby,caroline,0.25,0.25,0.55,0.595,0.25,0.595,0.595,0.153846154,0.153846154,0.2,0.2,0.125,0.125,0.175,0.28,0.215384615,0.25,0.4,0.307692308,0.25,0.4,0.307692308,0,0,0,0.111111111,0.166666667,0.133333333,0,0,0,0.1,0.142857143,0.117647059,0.307692308,0.4,0.25,0,0,0,0,0,0,0.307692308,0.4,0.25,0.133333333,0.166666667,0.111111111,0.117647059,0.142857143,0.1,0.048780488,0.076923077,0.059701493,0,0,0,0.25,0.25,0.25,0.5,0.25,0.5,0.272727278,0.383838393,0.278787889,0.395959605,0.50000001,0.603174618,0.51111113,0.622222236,0.3125,0,0,0
christian,c,0.111111111,0.111111111,0.703703704,0.703703704,0.111111111,0.703703704,0.703703704,0.2,0.2,1,1,0.111111111,0.111111111,0.111111111,1,0.2,0.111111111,1,0.2,0.111111111,1,0.2,0,0,0,0.1,0.5,0.166666667,0,0,0,0.090909091,0.333333333,0.142857143,0.2,1,0.111111111,0,0,0,0,0,0,0.2,1,0.111111111,0.166666667,0.5,0.1,0.142857143,0.333333333,0.090909091,0.043478261,0.333333333,0.076923077,0,0,0,0.25,0.25,0,0.25,0.25,0,0.166666669,0.232323235,0.170000005,0.236363639,0.233333337,0.333333341,0.236666673,0.341414148,0.222222222,0,0,0
margt,caraline,0.25,0.25,0.55,0.55,0.25,0.55,0.55,0.307692308,0.307692308,0.4,0.4,0.25,0.25,0.25,0.4,0.307692308,0.25,0.4,0.307692308,0.25,0.4,0.307692308,0.142857143,0.25,0.181818182,0.111111111,0.166666667,0.133333333,0,0,0,0,0,0,0.307692308,0.4,0.25,0.181818182,0.25,0.142857143,0,0,0,0.307692308,0.4,0.25,0.133333333,0.166666667,0.111111111,0,0,0,0.12195122,0.192307692,0.149253731,0.064516129,0.125,0.085106383,0.25,0,0,0.5,0.25,0.25,0.366666675,0.500000012,0.373333347,0.515555567,0.611111124,0.714285731,0.622222245,0.736507952,0.25,0,0,0
elias,carey,0,0,0,0,0.4,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.24,0.24,0.24,0.4,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,0,0.25,0.47619049,0.619047642,0.490476217,0.49444446,0.555555572,0.619047642,0.572222253,0.644444466,0.2,0,0,0
jacobina,carline,0.375,0.375,0.607142857,0.607142857,0.5,0.607142857,0.607142857,0.266666667,0.266666667,0.285714286,0.285714286,0.25,0.25,0.3,0.342857143,0.32,0.5,0.571428571,0.533333333,0.5,0.571428571,0.533333333,0.142857143,0.166666667,0.153846154,0.111111111,0.125,0.117647059,0,0,0,0,0,0,0.533333333,0.571428571,0.5,0.153846154,0.166666667,0.142857143,0,0,0,0.533333333,0.571428571,0.5,0.117647059,0.125,0.111111111,0,0,0,0.170731707,0.194444444,0.181818182,0.064516129,0.076923077,0.070175439,0.25,0,0,0.25,0.25,0,0.305555562,0.633333349,0.513333356,0.65555557,0.629629645,0.688888907,0.648148179,0.711111128,0.5,0.12,0.136363636,0.107142857
hettie,carloine,0.25,0.25,0.527777778,0.527777778,0.25,0.527777778,0.527777778,0.142857143,0.142857143,0.166666667,0.166666667,0.125,0.125,0.125,0.166666667,0.142857143,0.25,0.333333333,0.285714286,0.25,0.333333333,0.285714286,0,0,0,0.111111111,0.142857143,0.125,0,0,0,0.1,0.125,0.111111111,0.285714286,0.333333333,0.25,0,0,0,0,0,0,0.285714286,0.333333333,0.25,0.125,0.142857143,0.111111111,0.111111111,0.125,0.1,0.097560976,0.129032258,0.111111111,0.032258065,0.047619048,0.038461538,0,0.25,0.25,0.25,0,0,0.333333341,0.351851861,0.339393952,0.359259268,0.619047633,0.666666687,0.633333359,0.683333352,0.375,0,0,0
emly,carolina,0.125,0.125,0.458333333,0.458333333,0.125,0.458333333,0.458333333,0.166666667,0.166666667,0.25,0.25,0.125,0.125,0.125,0.25,0.166666667,0.125,0.25,0.166666667,0.125,0.25,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.25,0.125,0,0,0,0,0,0,0.166666667,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0.266666675,0.377777791,0.273333347,0.391111124,0.533333349,0.629629652,0.546666694,0.651851873,0.25,0,0,0
elizabeth,caroline,0,0,0.523148148,0.523148148,0.444444444,0.523148148,0.523148148,0.235294118,0.235294118,0.25,0.25,0.222222222,0.222222222,0.266666667,0.3,0.282352941,0.444444444,0.5,0.470588235,0.444444444,0.5,0.470588235,0.125,0.142857143,0.133333333,0.1,0.111111111,0.105263158,0,0,0,0,0,0,0.117647059,0.125,0.111111111,0,0,0,0,0,0,0.117647059,0.125,0.111111111,0,0,0,0,0,0,0.043478261,0.048780488,0.045977011,0.055555556,0.064516129,0.059701493,0,0,0,0,0,0,0.515151528,0.490740756,0.427777797,0.509259274,0.633333349,0.636363658,0.65000003,0.660606081,0.222222222,0,0,0
jessie,carrie,0.333333333,0.333333333,0.555555556,0.555555556,0.333333333,0.555555556,0.555555556,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.2,0.2,0.2,0.285714286,0.285714286,0.285714286,0,0,0,0.25,0.25,0.25,0.333333333,0.333333333,0.333333333,0.2,0.2,0.2,0,0,0,0.333333333,0.333333333,0.333333333,0.285714286,0.285714286,0.285714286,0.25,0.25,0.25,0.193548387,0.193548387,0.193548387,0.095238095,0.095238095,0.095238095,0.5,0.5,0.5,0.5,0,0.25,0.333333337,0.466666675,0.336666673,0.475555563,0.666666678,0.722222239,0.676190495,0.738888904,0.666666667,0,0,0
sarah,carroline,0.222222222,0.222222222,0.540740741,0.540740741,0.222222222,0.540740741,0.540740741,0.285714286,0.285714286,0.4,0.4,0.222222222,0.222222222,0.222222222,0.4,0.285714286,0.222222222,0.4,0.285714286,0.222222222,0.4,0.285714286,0.125,0.25,0.166666667,0.1,0.166666667,0.125,0,0,0,0,0,0,0.285714286,0.4,0.222222222,0.166666667,0.25,0.125,0,0,0,0.285714286,0.4,0.222222222,0.125,0.166666667,0.1,0,0,0,0.108695652,0.192307692,0.138888889,0.055555556,0.125,0.076923077,0.25,0.25,0.25,0.5,0.25,0,0.333333341,0.454545465,0.339393952,0.468686879,0.722222239,0.714285731,0.738888919,0.742857158,0.444444444,0,0,0
elizabeth,catharine,0.111111111,0.111111111,0.481481481,0.481481481,0.555555556,0.481481481,0.481481481,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.222222222,0.266666667,0.266666667,0.266666667,0.555555556,0.555555556,0.555555556,0.555555556,0.555555556,0.555555556,0.125,0.125,0.125,0.1,0.1,0.1,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0.043478261,0.043478261,0.043478261,0.055555556,0.055555556,0.055555556,0,0,0,0,0,0,0.57575759,0.537037055,0.590909118,0.555555572,0.700000018,0.636363658,0.720000035,0.660606081,0.166666667,0,0,0
walter,emne,0.166666667,0.166666667,0.472222222,0.472222222,0.166666667,0.472222222,0.472222222,0.2,0.2,0.25,0.25,0.166666667,0.166666667,0.166666667,0.25,0.2,0.166666667,0.25,0.2,0.166666667,0.25,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.25,0.166666667,0,0,0,0,0,0,0.2,0.25,0.166666667,0,0,0,0,0,0,0.032258065,0.047619048,0.038461538,0,0,0,0,0.25,0.25,0,0.25,0,0.133333337,0.358024703,0.229629642,0.370370381,0.380952392,0.500000015,0.39047621,0.513888903,0.25,0,0,0
isabella,mina,0.125,0.125,0.583333333,0.583333333,0.25,0.583333333,0.583333333,0.166666667,0.166666667,0.25,0.25,0.125,0.125,0.125,0.25,0.166666667,0.25,0.5,0.333333333,0.25,0.5,0.333333333,0,0,0,0.111111111,0.2,0.142857143,0,0,0,0.1,0.166666667,0.125,0.333333333,0.5,0.25,0,0,0,0,0,0,0.333333333,0.5,0.25,0,0,0,0,0,0,0.12195122,0.238095238,0.161290323,0.064516129,0.181818182,0.095238095,0,0,0,0.25,0,0,0.300000006,0.35353536,0.306666678,0.363636369,0.481481493,0.55555557,0.492592613,0.571111125,0.3125,0,0,0
cecellia,carrie,0.25,0.25,0.513888889,0.5625,0.5,0.5625,0.5625,0.142857143,0.142857143,0.166666667,0.166666667,0.125,0.125,0.45,0.6,0.514285714,0.5,0.666666667,0.571428571,0.5,0.666666667,0.571428571,0,0,0,0.111111111,0.142857143,0.125,0,0,0,0.1,0.125,0.111111111,0.428571429,0.5,0.375,0,0,0,0,0,0,0.428571429,0.5,0.375,0.125,0.142857143,0.111111111,0.111111111,0.125,0.1,0.097560976,0.129032258,0.111111111,0,0,0,0.5,0.5,0.25,0.5,0,0,0.481481493,0.454545465,0.49629632,0.464646475,0.629629645,0.666666687,0.651851886,0.69111113,0.5625,0,0,0
franklin,carson,0.25,0.25,0.513888889,0.513888889,0.375,0.513888889,0.513888889,0.142857143,0.142857143,0.166666667,0.166666667,0.125,0.125,0.175,0.233333333,0.2,0.375,0.5,0.428571429,0.375,0.5,0.428571429,0,0,0,0.111111111,0.142857143,0.125,0,0,0,0.1,0.125,0.111111111,0.428571429,0.5,0.375,0,0,0,0,0,0,0.428571429,0.5,0.375,0.125,0.142857143,0.111111111,0.111111111,0.125,0.1,0.12195122,0.161290323,0.138888889,0.032258065,0.047619048,0.038461538,0.25,0.25,0.25,0,0.25,0,0.333333341,0.434343446,0.342424257,0.450505062,0.555555569,0.588888907,0.570370396,0.611111128,0.3125,0,0,0
starling,catherine,0.333333333,0.333333333,0.660185185,0.660185185,0.555555556,0.660185185,0.660185185,0.235294118,0.235294118,0.25,0.25,0.222222222,0.222222222,0.266666667,0.3,0.282352941,0.555555556,0.625,0.588235294,0.555555556,0.625,0.588235294,0.125,0.142857143,0.133333333,0.1,0.111111111,0.105263158,0,0,0,0,0,0,0.588235294,0.625,0.555555556,0.133333333,0.142857143,0.125,0,0,0,0.588235294,0.625,0.555555556,0.105263158,0.111111111,0.1,0,0,0,0.217391304,0.243902439,0.229885057,0.138888889,0.161290323,0.149253731,0.5,0.5,0.5,0.25,0.25,0,0.515151528,0.509259274,0.430555577,0.529629643,0.703703721,0.666666687,0.722222255,0.695555574,0.5,0,0,0
