ln71,ln81,edit,dl,jaro,jw,bag,pw,sw,lcs3avg,lcs2avg,lcs3sht,lcs2sht,lcs3long,lcs2long,SWlong,SWsht,SWavg,1gramslong,1gramssht,1gramsavg,pad1gramslong,pad1gramssht,pad1gramsavg,2gramslong,2gramssht,2gramsavg,pad2gramslong,pad2gramssht,pad2gramsavg,3gramslong,3gramssht,3gramsavg,pad3gramslong,pad3gramssht,pad3gramsavg,pos1gramsavg,pos1gramssht,pos1gramslong,pos2gramsavg,pos2gramssht,pos2gramslong,pos3gramsavg,pos3gramssht,pos3gramslong,padpos1gramsavg,padpos1gramssht,padpos1gramslong,padpos2gramsavg,padpos2gramssht,padpos2gramslong,padpos3gramsavg,padpos3gramssht,padpos3gramslong,padskipgramslong,padskipgramssht,padskipgramsavg,skipgramslong,skipgramssht,skipgramsavg,Soundex,Phonex,Phonix,NYSIIS,DMetaphone,FuzSoundex,Genjac2j,Genjac3j,Genjac2jw,Genjac3jw,Mong2j,Mong3j,Mong2jw,Mong3jw,editex,SAPSavg,SAPSsht,SAPSlong,count,len1,len2,s1,s2,v1,v2,c1,c2,difflen,diffvow,diffcons,diffsyl
burroughs,burroughs,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,9,2,2,3,3,6,6,0,0,0,0
burton,burton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,2,2,2,2,4,4,0,0,0,0
burwell,burwell,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,2,2,2,2,5,5,0,0,0,0
busch,busch,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,1,1,1,1,4,4,0,0,0,0
bush,bush,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,1,1,1,1,3,3,0,0,0,0
bushfield,bushfield,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,9,2,2,3,3,6,6,0,0,0,0
butler,butler,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,6,6,2,2,2,2,4,4,0,0,0,0
byers,byers,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,1,1,1,1,4,4,0,0,0,0
bygrove,bygrove,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,7,1,1,2,2,5,5,0,0,0,0
byrn,byrne,0.8,0.8,0.933333333,0.953333333,0.8,0.953333333,0.953333333,0.888888889,0.888888889,1,1,0.8,0.8,0.8,1,0.888888889,0.8,1,0.888888889,0.8,1,0.888888889,0.75,1,0.857142857,0.666666667,0.8,0.727272727,0.666666667,1,0.8,0.571428571,0.666666667,0.615384615,0.888888889,1,0.8,0.857142857,1,0.75,0.8,1,0.666666667,0.888888889,1,0.8,0.727272727,0.8,0.666666667,0.615384615,0.666666667,0.571428571,0.692307692,0.857142857,0.765957447,0.6875,1,0.814814815,1,1,1,1,1,1,0.777777781,0.793650797,0.783333341,0.803174606,0.933333337,0.92592593,0.94000001,0.937037041,0.8,1,1,1,12,4,5,1,1,0,1,4,4,-1,-1,0,0
cain,cain,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,4,1,1,2,2,2,2,0,0,0,0
cain,cairn,0.8,0.8,0.933333333,0.953333333,0.8,0.953333333,0.953333333,0.666666667,0.666666667,0.75,0.75,0.6,0.6,0.6,0.75,0.666666667,0.8,1,0.888888889,0.8,1,0.888888889,0.5,0.666666667,0.571428571,0.666666667,0.8,0.727272727,0.333333333,0.5,0.4,0.571428571,0.666666667,0.615384615,0.888888889,1,0.8,0.571428571,0.666666667,0.5,0.4,0.5,0.333333333,0.888888889,1,0.8,0.727272727,0.8,0.666666667,0.615384615,0.666666667,0.571428571,0.615384615,0.761904762,0.680851064,0.5,0.727272727,0.592592593,0.5,1,1,0.75,0.666666667,0.75,0.777777781,0.793650797,0.783333341,0.800000003,0.933333337,0.92592593,0.94000001,0.933333337,0.8,0.8,0.857142857,0.75,3,4,5,1,1,2,2,2,3,-1,0,-1,0
calcutt,calcutt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,7,2,2,2,2,5,5,0,0,0,0
caldwell,caldwell,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,8,8,2,2,2,2,6,6,0,0,0,0
calicott,callieut,0.5,0.5,0.75,0.825,0.625,0.825,0.825,0.375,0.375,0.375,0.375,0.375,0.375,0.4,0.4,0.4,0.625,0.625,0.625,0.625,0.625,0.625,0.428571429,0.428571429,0.428571429,0.555555556,0.555555556,0.555555556,0.166666667,0.166666667,0.166666667,0.4,0.4,0.4,0.625,0.625,0.625,0.428571429,0.428571429,0.428571429,0.166666667,0.166666667,0.166666667,0.625,0.625,0.625,0.555555556,0.555555556,0.555555556,0.4,0.4,0.4,0.414634146,0.414634146,0.414634146,0.322580645,0.322580645,0.322580645,0.5,0.5,0.5,1,0.75,1,0.575757579,0.676767685,0.578787885,0.688888897,0.851851861,0.800000012,0.862962981,0.820000011,0.8125,0.549019608,0.608695652,0.5,6,8,8,3,2,3,4,5,4,0,-1,1,1
callan,callan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,2,2,2,2,4,4,0,0,0,0
cameron,cameron,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,7,7,3,3,3,3,4,4,0,0,0,0
campbell,cambell,0.875,0.875,0.958333333,0.970833333,0.875,0.970833333,0.970833333,0.933333333,0.933333333,1,1,0.875,0.875,0.725,0.828571429,0.773333333,0.875,1,0.933333333,0.875,1,0.933333333,0.714285714,0.833333333,0.769230769,0.777777778,0.875,0.823529412,0.5,0.6,0.545454545,0.7,0.777777778,0.736842105,0.933333333,1,0.875,0.769230769,0.833333333,0.714285714,0.545454545,0.6,0.5,0.933333333,1,0.875,0.823529412,0.875,0.777777778,0.736842105,0.777777778,0.7,0.731707317,0.833333333,0.779220779,0.64516129,0.769230769,0.701754386,1,1,1,0.75,1,0.75,0.851851854,0.855555558,0.855555561,0.860000002,0.92592593,0.911111116,0.929629637,0.920000005,0.875,0.933333333,0.954545455,0.913043478,5,8,7,2,2,2,2,6,5,1,0,1,0
campbell,campbele,0.875,0.875,0.916666667,0.95,0.875,0.95,0.95,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.857142857,0.857142857,0.857142857,0.777777778,0.777777778,0.777777778,0.833333333,0.833333333,0.833333333,0.7,0.7,0.7,0.875,0.875,0.875,0.857142857,0.857142857,0.857142857,0.833333333,0.833333333,0.833333333,0.875,0.875,0.875,0.777777778,0.777777778,0.777777778,0.7,0.7,0.7,0.829268293,0.829268293,0.829268293,0.838709677,0.838709677,0.838709677,1,1,1,1,1,1,0.92592593,0.933333337,0.770000005,0.917777783,0.92592593,0.933333337,0.933333344,0.942222226,0.875,0.933333333,0.954545455,0.913043478,9,8,8,2,1,2,3,6,5,0,-1,1,1
campbell,campbell,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,8,8,2,2,2,2,6,6,0,0,0,0
cannon,cannon,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,6,2,2,2,2,4,4,0,0,0,0
caouette,caouette,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,8,8,1,1,5,5,3,3,0,0,0,0
capelman,casselman,0.777777778,0.777777778,0.884259259,0.907407407,0.777777778,0.907407407,0.907407407,0.588235294,0.823529412,0.625,0.875,0.555555556,0.777777778,0.555555556,0.625,0.588235294,0.777777778,0.875,0.823529412,0.777777778,0.875,0.823529412,0.625,0.714285714,0.666666667,0.7,0.777777778,0.736842105,0.428571429,0.5,0.461538462,0.636363636,0.7,0.666666667,0.823529412,0.875,0.777777778,0.666666667,0.714285714,0.625,0.461538462,0.5,0.428571429,0.823529412,0.875,0.777777778,0.736842105,0.777777778,0.7,0.666666667,0.7,0.636363636,0.608695652,0.682926829,0.643678161,0.527777778,0.612903226,0.567164179,0.75,0.75,0.75,0.75,0.75,1,0.833333337,0.828282833,0.836666673,0.836363641,0.92592593,0.911111116,0.929629637,0.920000005,0.888888889,0.666666667,0.678571429,0.655172414,5,8,9,3,3,3,3,5,6,-1,0,-1,0
card,card,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,4,1,1,1,1,3,3,0,0,0,0
cardinal,cardinals,0.888888889,0.888888889,0.962962963,0.977777778,0.888888889,0.977777778,0.977777778,0.941176471,0.941176471,1,1,0.888888889,0.888888889,0.888888889,1,0.941176471,0.888888889,1,0.941176471,0.888888889,1,0.941176471,0.875,1,0.933333333,0.8,0.888888889,0.842105263,0.857142857,1,0.923076923,0.727272727,0.8,0.761904762,0.941176471,1,0.888888889,0.933333333,1,0.875,0.923076923,1,0.857142857,0.941176471,1,0.888888889,0.842105263,0.888888889,0.8,0.761904762,0.8,0.727272727,0.826086957,0.926829268,0.873563218,0.861111111,1,0.925373134,1,1,1,1,1,1,0.866666669,0.868686871,0.870000005,0.874747477,0.962962965,0.955555558,0.966666672,0.962222224,0.888888889,0.677966102,0.689655172,0.666666667,1,8,9,3,3,3,3,5,6,-1,0,-1,0
cargill,cargill,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,2,2,2,2,5,5,0,0,0,0
carl,carl,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,4,1,1,1,1,3,3,0,0,0,0
carlisle,carlisle,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,1,1,3,3,5,5,0,0,0,0
carlyle,carlyl,0.857142857,0.857142857,0.952380952,0.971428571,0.857142857,0.971428571,0.971428571,0.923076923,0.923076923,1,1,0.857142857,0.857142857,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.833333333,1,0.909090909,0.75,0.857142857,0.8,0.8,1,0.888888889,0.666666667,0.75,0.705882353,0.923076923,1,0.857142857,0.909090909,1,0.833333333,0.888888889,1,0.8,0.923076923,1,0.857142857,0.8,0.857142857,0.75,0.705882353,0.75,0.666666667,0.805555556,0.935483871,0.865671642,0.807692308,1,0.893617021,1,1,1,1,1,1,0.833333336,0.839506176,0.837500006,0.846913583,0.916666672,0.92592593,0.920833342,0.933333337,0.857142857,1,1,1,1,7,6,1,2,2,1,5,5,1,1,0,-1
carlyle,carlyle,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,1,1,2,2,5,5,0,0,0,0
carmichael,carmichael,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,3,3,4,4,6,6,0,0,0,0
carolan,carolan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,7,7,3,3,3,3,4,4,0,0,0,0
carpenter,carpenter,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,3,3,3,3,6,6,0,0,0,0
carr,carr,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,1,1,1,1,3,3,0,0,0,0
carr,kerr,0.5,0.5,0.666666667,0.666666667,0.5,0.666666667,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333,0.333333333,0.333333333,0.4,0.4,0.4,0,0,0,0.333333333,0.333333333,0.333333333,0.5,0.5,0.5,0.333333333,0.333333333,0.333333333,0,0,0,0.5,0.5,0.5,0.4,0.4,0.4,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.181818182,0.181818182,0.181818182,0.75,1,1,1,1,0.75,0.555555562,0.777777791,0.561111122,0.792592605,0.666666675,0.777777791,0.673333347,0.792592605,0.625,0.866666667,0.866666667,0.866666667,2,4,4,1,1,1,1,3,3,0,0,0,0
carrie,carrie,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,1,3,3,3,3,0,0,0,0
carrothers,carrothers,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,3,3,3,3,7,7,0,0,0,0
carruthers,carruthers,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,10,3,3,3,3,7,7,0,0,0,0
carson,carson,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,2,2,2,2,4,4,0,0,0,0
carter,carter,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,6,6,2,2,2,2,4,4,0,0,0,0
cartmel,cartmell,0.875,0.875,0.958333333,0.975,0.875,0.975,0.975,0.933333333,0.933333333,1,1,0.875,0.875,0.875,1,0.933333333,0.875,1,0.933333333,0.875,1,0.933333333,0.857142857,1,0.923076923,0.888888889,1,0.941176471,0.833333333,1,0.909090909,0.8,0.888888889,0.842105263,0.933333333,1,0.875,0.923076923,1,0.857142857,0.909090909,1,0.833333333,0.933333333,1,0.875,0.941176471,1,0.888888889,0.842105263,0.888888889,0.8,0.829268293,0.944444444,0.883116883,0.838709677,1,0.912280702,1,1,1,1,1,0.75,0.888888889,0.877777779,0.888888889,0.882222223,1,0.975308643,1,0.980246915,1,0.936170213,0.956521739,0.916666667,5,7,8,2,2,2,2,5,6,-1,0,-1,0
cartmell,cartmell,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,8,8,2,2,2,2,6,6,0,0,0,0
casci,casci,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,2,2,2,2,3,3,0,0,0,0
casey,casey,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,5,2,2,2,2,3,3,0,0,0,0
casselman,cassalman,0.888888889,0.888888889,0.863425926,0.918055556,0.888888889,0.918055556,0.918055556,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.933333333,0.933333333,0.933333333,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.75,0.75,0.75,0.8,0.8,0.8,0.571428571,0.571428571,0.571428571,0.727272727,0.727272727,0.727272727,0.888888889,0.888888889,0.888888889,0.75,0.75,0.75,0.571428571,0.571428571,0.571428571,0.888888889,0.888888889,0.888888889,0.8,0.8,0.8,0.727272727,0.727272727,0.727272727,0.782608696,0.782608696,0.782608696,0.722222222,0.722222222,0.722222222,1,1,1,1,1,1,0.933333337,0.939393943,0.936666673,0.945454549,0.933333337,0.939393943,0.936666673,0.945454549,0.944444444,0.931034483,0.931034483,0.931034483,5,9,9,3,3,3,3,6,6,0,0,0,0
casselman,castleman,0.666666667,0.777777778,0.884259259,0.918981481,0.888888889,0.918981481,0.918981481,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.4,0.4,0.4,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.5,0.5,0.5,0.6,0.6,0.6,0.285714286,0.285714286,0.285714286,0.545454545,0.545454545,0.545454545,0.888888889,0.888888889,0.888888889,0.5,0.5,0.5,0.285714286,0.285714286,0.285714286,0.888888889,0.888888889,0.888888889,0.6,0.6,0.6,0.545454545,0.545454545,0.545454545,0.630434783,0.630434783,0.630434783,0.527777778,0.527777778,0.527777778,0.5,0.5,1,0.75,0.5,1,0.727272733,0.740740746,0.736363649,0.864646473,0.866666675,0.858585867,0.880000019,0.87272728,0.777777778,0.666666667,0.678571429,0.655172414,4,9,9,3,3,3,3,6,6,0,0,0,0
cassleman,cassalman,0.777777778,0.777777778,0.863425926,0.918055556,0.888888889,0.918055556,0.918055556,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.622222222,0.622222222,0.622222222,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,0.625,0.625,0.625,0.7,0.7,0.7,0.428571429,0.428571429,0.428571429,0.636363636,0.636363636,0.636363636,0.888888889,0.888888889,0.888888889,0.625,0.625,0.625,0.428571429,0.428571429,0.428571429,0.888888889,0.888888889,0.888888889,0.7,0.7,0.7,0.636363636,0.636363636,0.636363636,0.695652174,0.695652174,0.695652174,0.611111111,0.611111111,0.611111111,1,0.5,1,0.75,1,1,0.757575761,0.878787886,0.763636372,0.886868694,0.900000006,0.878787886,0.906666678,0.890909097,0.777777778,0.551724138,0.551724138,0.551724138,1,9,9,3,3,3,3,6,6,0,0,0,0
castilo,costello,0.625,0.625,0.779761905,0.801785714,0.625,0.801785714,0.801785714,0.266666667,0.533333333,0.285714286,0.571428571,0.25,0.5,0.6,0.685714286,0.64,0.625,0.714285714,0.666666667,0.625,0.714285714,0.666666667,0.285714286,0.333333333,0.307692308,0.444444444,0.5,0.470588235,0,0,0,0.3,0.333333333,0.315789474,0.666666667,0.714285714,0.625,0.307692308,0.333333333,0.285714286,0,0,0,0.666666667,0.714285714,0.625,0.470588235,0.5,0.444444444,0.315789474,0.333333333,0.3,0.414634146,0.472222222,0.441558442,0.322580645,0.384615385,0.350877193,1,1,1,1,1,0.75,0.74074075,0.766666675,0.748148163,0.780000007,0.833333343,0.851851861,0.841666684,0.866666675,0.875,0.755555556,0.772727273,0.739130435,8,7,8,3,3,3,3,4,5,-1,0,-1,0
caswell,caswell,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,2,2,2,2,5,5,0,0,0,0
cathcard,brown,0,0,0,0,0.125,0,0,0.153846154,0.153846154,0.2,0.2,0.125,0.125,0.125,0.2,0.153846154,0.125,0.2,0.153846154,0.125,0.2,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.266666675,0.268518527,0.273333347,0.279629638,0.296296305,0.377777791,0.303703719,0.391111124,0.125,0,0,0,1,8,5,2,1,2,1,6,4,3,1,2,1
cavack,carrick,0.571428571,0.571428571,0.746031746,0.796825397,0.571428571,0.796825397,0.796825397,0.307692308,0.615384615,0.333333333,0.666666667,0.285714286,0.571428571,0.342857143,0.4,0.369230769,0.571428571,0.666666667,0.615384615,0.571428571,0.666666667,0.615384615,0.333333333,0.4,0.363636364,0.5,0.571428571,0.533333333,0,0,0,0.444444444,0.5,0.470588235,0.615384615,0.666666667,0.571428571,0.363636364,0.4,0.333333333,0,0,0,0.615384615,0.666666667,0.571428571,0.533333333,0.571428571,0.5,0.470588235,0.5,0.444444444,0.333333333,0.387096774,0.358208955,0.153846154,0.19047619,0.170212766,0.75,0.75,0.75,0.75,0.666666667,1,0.592592597,0.74074075,0.470000005,0.750617292,0.857142866,0.833333343,0.866666683,0.844444454,0.785714286,0.380952381,0.4,0.363636364,7,6,7,2,2,2,2,4,5,-1,0,-1,0
cavan,cavan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,5,2,2,2,2,3,3,0,0,0,0
cavanagh,cavanagh,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,8,3,3,3,3,5,5,0,0,0,0
