ln71,ln81,edit,dl,jaro,jw,bag,pw,sw,lcs3avg,lcs2avg,lcs3sht,lcs2sht,lcs3long,lcs2long,SWlong,SWsht,SWavg,1gramslong,1gramssht,1gramsavg,pad1gramslong,pad1gramssht,pad1gramsavg,2gramslong,2gramssht,2gramsavg,pad2gramslong,pad2gramssht,pad2gramsavg,3gramslong,3gramssht,3gramsavg,pad3gramslong,pad3gramssht,pad3gramsavg,pos1gramsavg,pos1gramssht,pos1gramslong,pos2gramsavg,pos2gramssht,pos2gramslong,pos3gramsavg,pos3gramssht,pos3gramslong,padpos1gramsavg,padpos1gramssht,padpos1gramslong,padpos2gramsavg,padpos2gramssht,padpos2gramslong,padpos3gramsavg,padpos3gramssht,padpos3gramslong,padskipgramslong,padskipgramssht,padskipgramsavg,skipgramslong,skipgramssht,skipgramsavg,Soundex,Phonex,Phonix,NYSIIS,D-Metaphone,FuzSoundex,Genjac2j,Genjac3j,Genjac2jw,Genjac3jw,Mong2j,Mong3j,Mong2jw,Mong3jw,editex,SAPSavg,SAPSsht,SAPSlong,count,len1,len2,s1,s2,v1,v2,c1,c2,difflen,diffvow,diffcons,diffsyl
a,a,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
a,albert,0.166666667,0.166666667,0.722222222,0.722222222,0.166666667,0.722222222,0.722222222,0.285714286,0.285714286,1,1,0.166666667,0.166666667,0.166666667,1,0.285714286,0.166666667,1,0.285714286,0.166666667,1,0.285714286,0,0,0,0.142857143,0.5,0.222222222,0,0,0,0.125,0.333333333,0.181818182,0.285714286,1,0.166666667,0,0,0,0,0,0,0.285714286,1,0.166666667,0.222222222,0.5,0.142857143,0.181818182,0.333333333,0.125,0.064516129,0.333333333,0.108108108,0,0,0,0.25,0.75,0.25,0.25,0.25,0,0.238095241,0.319444448,0.24285715,0.325000003,0.833333343,0.851851861,0.850000024,0.866666675,0.166666667,0,0,0,2,1,6,1,2,1,2,0,4,-5,-1,-4,-1
a,anthony,0.142857143,0.142857143,0.714285714,0.714285714,0.142857143,0.714285714,0.714285714,0.25,0.25,1,1,0.142857143,0.142857143,0.142857143,1,0.25,0.142857143,1,0.25,0.142857143,1,0.25,0,0,0,0.125,0.5,0.2,0,0,0,0.111111111,0.333333333,0.166666667,0.25,1,0.142857143,0,0,0,0,0,0,0.25,1,0.142857143,0.2,0.5,0.125,0.166666667,0.333333333,0.111111111,0.055555556,0.333333333,0.095238095,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.208333336,0.28395062,0.212500006,0.288888892,0.833333343,0.851851861,0.850000024,0.866666675,0.214285714,0,0,0,1,1,7,1,3,1,2,0,5,-6,-1,-5,-2
a,james,0.2,0.2,0.733333333,0.733333333,0.2,0.733333333,0.733333333,0.333333333,0.333333333,1,1,0.2,0.2,0.2,1,0.333333333,0.2,1,0.333333333,0.2,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,0.2,0,0,0,0,0,0,0.333333333,1,0.2,0,0,0,0,0,0,0.038461538,0.166666667,0.0625,0,0,0,0.25,0.5,0.25,0.333333333,0,0.25,0.222222229,0.301587309,0.233333349,0.314285721,0.666666687,0.703703721,0.700000048,0.733333349,0.2,0,0,0,1,1,5,1,2,1,2,0,3,-4,-1,-3,-1
a,lydia,0.2,0.2,0,0,0.2,0,0,0.333333333,0.333333333,1,1,0.2,0.2,0.2,1,0.333333333,0.2,1,0.333333333,0.2,1,0.333333333,0,0,0,0.166666667,0.5,0.25,0,0,0,0.142857143,0.333333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0.333333333,0.125,0,0,0,0.5,0.5,0.5,0.333333333,0,0.5,0.277777781,0.365079369,0.283333341,0.371428575,0.833333343,0.851851861,0.850000024,0.866666675,0.2,0,0,0,1,1,5,1,2,1,2,0,3,-4,-1,-3,-1
a,maude,0.2,0.2,0.733333333,0.733333333,0.2,0.733333333,0.733333333,0.333333333,0.333333333,1,1,0.2,0.2,0.2,1,0.333333333,0.2,1,0.333333333,0.2,1,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,0.2,0,0,0,0,0,0,0.333333333,1,0.2,0,0,0,0,0,0,0.038461538,0.166666667,0.0625,0,0,0,0.5,0.5,0.5,0.333333333,0,0.5,0.222222229,0.301587309,0.233333349,0.314285721,0.666666687,0.703703721,0.700000048,0.733333349,0.3,0,0,0,1,1,5,1,1,1,3,0,2,-4,-2,-2,0
a,william,0.142857143,0.142857143,0,0,0.142857143,0,0,0.25,0.25,1,1,0.142857143,0.142857143,0.142857143,1,0.25,0.142857143,1,0.25,0.142857143,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027777778,0.166666667,0.047619048,0,0,0,0.25,0.25,0.25,0.25,0.333333333,0.25,0.166666672,0.234567907,0.175000012,0.246913585,0.666666687,0.703703721,0.700000048,0.740740756,0.357142857,0,0,0,1,1,7,1,2,1,3,0,4,-6,-2,-4,-1
aaron,aaron,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,2,2,3,3,2,2,0,0,0,0
aaron,aron,0.8,0.8,0.933333333,0.94,0.8,0.94,0.94,0.888888889,0.888888889,1,1,0.8,0.8,0.8,1,0.888888889,0.8,1,0.888888889,0.8,1,0.888888889,0.75,1,0.857142857,0.833333333,1,0.909090909,0.666666667,1,0.8,0.714285714,0.833333333,0.769230769,0.888888889,1,0.8,0.857142857,1,0.75,0.8,1,0.666666667,0.888888889,1,0.8,0.909090909,1,0.833333333,0.769230769,0.833333333,0.714285714,0.730769231,0.904761905,0.808510638,0.6875,1,0.814814815,1,1,1,1,1,1,0.833333333,0.825396827,0.833333333,0.831746033,0.944444448,0.93650794,0.950000008,0.942857146,1,0.571428571,0.714285714,0.476190476,1,5,4,2,2,3,2,2,2,1,1,0,0
aaron,arron,0.8,0.8,0.866666667,0.88,0.8,0.88,0.88,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.75,0.75,0.75,0.833333333,0.833333333,0.833333333,0.333333333,0.333333333,0.333333333,0.571428571,0.571428571,0.571428571,0.8,0.8,0.8,0.75,0.75,0.75,0.333333333,0.333333333,0.333333333,0.8,0.8,0.8,0.833333333,0.833333333,0.833333333,0.571428571,0.571428571,0.571428571,0.730769231,0.730769231,0.730769231,0.6875,0.6875,0.6875,1,1,1,1,1,1,0.714285714,0.90476191,0.714285714,0.705555558,0.944444448,0.90476191,0.950000008,0.920634925,1,1,1,1,1,5,5,2,2,3,2,2,3,0,1,-1,0
abbe,abigil,0.333333333,0.333333333,0.611111111,0.688888889,0.333333333,0.688888889,0.688888889,0.4,0.4,0.5,0.5,0.333333333,0.333333333,0.333333333,0.5,0.4,0.333333333,0.5,0.4,0.333333333,0.5,0.4,0.2,0.333333333,0.25,0.285714286,0.4,0.333333333,0,0,0,0.25,0.333333333,0.285714286,0.4,0.5,0.333333333,0.25,0.333333333,0.2,0,0,0,0.4,0.5,0.333333333,0.333333333,0.4,0.285714286,0.285714286,0.333333333,0.25,0.193548387,0.285714286,0.230769231,0.095238095,0.181818182,0.125,0.5,0.5,0.5,0.5,0.5,0.5,0.416666672,0.456790129,0.420833342,0.594444454,0.800000012,0.777777791,0.813333356,0.800000012,0.416666667,0.153846154,0.230769231,0.115384615,1,4,6,1,3,2,3,2,3,-2,-1,-1,-2
abby,abdie,0.4,0.4,0.633333333,0.706666667,0.4,0.706666667,0.706666667,0.444444444,0.444444444,0.5,0.5,0.4,0.4,0.4,0.5,0.444444444,0.4,0.5,0.444444444,0.4,0.5,0.444444444,0.25,0.333333333,0.285714286,0.333333333,0.4,0.363636364,0,0,0,0.285714286,0.333333333,0.307692308,0.444444444,0.5,0.4,0.285714286,0.333333333,0.25,0,0,0,0.444444444,0.5,0.4,0.363636364,0.4,0.333333333,0.307692308,0.333333333,0.285714286,0.230769231,0.285714286,0.255319149,0.125,0.181818182,0.148148148,0.75,0.75,0.75,0.75,0.666666667,0.75,0.476190482,0.666666678,0.480952391,0.525000006,0.800000012,0.777777791,0.813333356,0.800000012,0.6,0.285714286,0.285714286,0.285714286,1,4,5,2,1,1,3,3,2,-1,-2,1,1
abel,able,0.5,0.75,0.916666667,0.933333333,1,0.933333333,0.933333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,0.333333333,0.333333333,0.333333333,0.4,0.4,0.4,0,0,0,0.333333333,0.333333333,0.333333333,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,1,1,1,0.4,0.4,0.4,0.333333333,0.333333333,0.333333333,0.619047619,0.619047619,0.619047619,0.545454545,0.545454545,0.545454545,1,1,1,0.75,1,1,0.555555562,0.814814826,0.820000029,0.837037047,0.800000012,0.814814826,0.820000029,0.837037047,0.5,0.894736842,0.894736842,0.894736842,1,4,4,2,1,2,2,2,2,0,0,0,1
abert,albert,0.833333333,0.833333333,0.944444444,0.95,0.833333333,0.95,0.95,0.727272727,0.727272727,0.8,0.8,0.666666667,0.666666667,0.666666667,0.8,0.727272727,0.833333333,1,0.909090909,0.833333333,1,0.909090909,0.6,0.75,0.666666667,0.714285714,0.833333333,0.769230769,0.5,0.666666667,0.571428571,0.625,0.714285714,0.666666667,0.909090909,1,0.833333333,0.666666667,0.75,0.6,0.571428571,0.666666667,0.5,0.909090909,1,0.833333333,0.769230769,0.833333333,0.714285714,0.666666667,0.714285714,0.625,0.677419355,0.807692308,0.736842105,0.619047619,0.8125,0.702702703,0.5,1,0.5,0.5,0.5,0.75,0.809523812,0.819444448,0.814285721,0.825000003,0.944444448,0.93650794,0.950000008,0.942857146,0.833333333,0.930232558,0.952380952,0.909090909,2,5,6,2,2,2,2,3,4,-1,0,-1,0
abertine,albertine,0.888888889,0.888888889,0.962962963,0.966666667,0.888888889,0.966666667,0.966666667,0.823529412,0.823529412,0.875,0.875,0.777777778,0.777777778,0.777777778,0.875,0.823529412,0.888888889,1,0.941176471,0.888888889,1,0.941176471,0.75,0.857142857,0.8,0.8,0.888888889,0.842105263,0.714285714,0.833333333,0.769230769,0.727272727,0.8,0.761904762,0.941176471,1,0.888888889,0.8,0.857142857,0.75,0.769230769,0.833333333,0.714285714,0.941176471,1,0.888888889,0.842105263,0.888888889,0.8,0.761904762,0.8,0.727272727,0.782608696,0.87804878,0.827586207,0.777777778,0.903225806,0.835820896,0.5,1,0.5,0.5,0.5,0.5,0.866666669,0.868686871,0.870000005,0.872727275,0.962962965,0.955555558,0.966666672,0.960000002,0.888888889,0.947368421,0.964285714,0.931034483,1,8,9,1,1,4,4,4,5,-1,0,-1,0
abgal,abbygill,0.5,0.5,0.766666667,0.813333333,0.5,0.813333333,0.813333333,0.307692308,0.307692308,0.4,0.4,0.25,0.25,0.375,0.6,0.461538462,0.5,0.8,0.615384615,0.5,0.8,0.615384615,0.142857143,0.25,0.181818182,0.333333333,0.5,0.4,0,0,0,0.3,0.428571429,0.352941176,0.615384615,0.8,0.5,0.181818182,0.25,0.142857143,0,0,0,0.615384615,0.8,0.5,0.266666667,0.333333333,0.222222222,0.235294118,0.285714286,0.2,0.268292683,0.423076923,0.328358209,0.161290323,0.3125,0.212765957,1,1,1,0.5,0.75,1,0.555555562,0.588888896,0.562962976,0.600000006,0.833333343,0.841269851,0.850000024,0.857142866,0.8125,0.541666667,0.65,0.464285714,1,5,8,2,3,2,2,3,6,-3,0,-3,-1
abigail,abbegle,0.285714286,0.285714286,0.714285714,0.771428571,0.571428571,0.771428571,0.771428571,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.342857143,0.342857143,0.342857143,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.166666667,0.166666667,0.166666667,0.25,0.25,0.25,0,0,0,0.222222222,0.222222222,0.222222222,0.571428571,0.571428571,0.571428571,0.166666667,0.166666667,0.166666667,0,0,0,0.571428571,0.571428571,0.571428571,0.25,0.25,0.25,0.222222222,0.222222222,0.222222222,0.25,0.25,0.25,0.153846154,0.153846154,0.153846154,1,1,1,1,1,1,0.466666675,0.600000012,0.476666683,0.613333344,0.750000015,0.728395078,0.766666695,0.748148163,0.571428571,0.814814815,0.814814815,0.814814815,1,7,7,3,1,4,3,3,4,0,1,-1,2
abigail,abigal,0.857142857,0.857142857,0.952380952,0.971428571,0.857142857,0.971428571,0.971428571,0.769230769,0.769230769,0.833333333,0.833333333,0.714285714,0.714285714,0.714285714,0.833333333,0.769230769,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.666666667,0.8,0.727272727,0.75,0.857142857,0.8,0.6,0.75,0.666666667,0.666666667,0.75,0.705882353,0.923076923,1,0.857142857,0.727272727,0.8,0.666666667,0.666666667,0.75,0.6,0.923076923,1,0.857142857,0.8,0.857142857,0.75,0.705882353,0.75,0.666666667,0.722222222,0.838709677,0.776119403,0.692307692,0.857142857,0.765957447,1,1,1,1,1,1,0.833333336,0.839506176,0.837500006,0.844444447,0.916666672,0.901234574,0.925000012,0.911111116,0.928571429,0.943396226,0.961538462,0.925925926,1,7,6,3,3,4,3,3,3,1,1,0,0
abigal,abagail,0.714285714,0.714285714,0.782539683,0.826031746,0.857142857,0.826031746,0.826031746,0.307692308,0.923076923,0.333333333,1,0.285714286,0.857142857,0.628571429,0.733333333,0.676923077,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.333333333,0.4,0.363636364,0.5,0.571428571,0.533333333,0,0,0,0.333333333,0.375,0.352941176,0.769230769,0.833333333,0.714285714,0.363636364,0.4,0.333333333,0,0,0,0.769230769,0.833333333,0.714285714,0.533333333,0.571428571,0.5,0.352941176,0.375,0.333333333,0.527777778,0.612903226,0.567164179,0.461538462,0.571428571,0.510638298,1,1,1,1,1,1,0.750000007,0.765432106,0.762500018,0.777777784,0.857142866,0.861111119,0.871428592,0.875000007,0.857142857,0.867924528,0.884615385,0.851851852,1,6,7,3,3,3,4,3,3,-1,-1,0,0
abijah,abigah,0.833333333,0.833333333,0.888888889,0.922222222,0.833333333,0.922222222,0.922222222,0.5,0.833333333,0.5,0.833333333,0.5,0.833333333,0.9,0.9,0.9,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.6,0.6,0.6,0.714285714,0.714285714,0.714285714,0.25,0.25,0.25,0.625,0.625,0.625,0.833333333,0.833333333,0.833333333,0.6,0.6,0.6,0.25,0.25,0.25,0.833333333,0.833333333,0.833333333,0.714285714,0.714285714,0.714285714,0.625,0.625,0.625,0.677419355,0.677419355,0.677419355,0.571428571,0.571428571,0.571428571,1,1,0.75,0.75,0.666666667,1,0.90476191,0.916666672,0.909523819,0.925000004,0.90476191,0.916666672,0.909523819,0.925000004,0.833333333,0.680851064,0.761904762,0.615384615,1,6,6,3,3,3,3,3,3,0,0,0,0
abner,abner,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,2,2,2,2,3,3,0,0,0,0
abraham,abraham,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,7,3,3,3,3,4,4,0,0,0,0
abraham,abram,0.714285714,0.714285714,0.904761905,0.942857143,0.714285714,0.942857143,0.942857143,0.666666667,0.666666667,0.8,0.8,0.571428571,0.571428571,0.571428571,0.8,0.666666667,0.714285714,1,0.833333333,0.714285714,1,0.833333333,0.666666667,1,0.8,0.75,1,0.857142857,0.4,0.666666667,0.5,0.666666667,0.857142857,0.75,0.833333333,1,0.714285714,0.8,1,0.666666667,0.5,0.666666667,0.4,0.833333333,1,0.714285714,0.857142857,1,0.75,0.75,0.857142857,0.666666667,0.611111111,0.846153846,0.709677419,0.5,0.8125,0.619047619,1,1,1,1,0.75,1,0.75,0.753086421,0.75,0.758024693,0.916666672,0.901234574,0.920833342,0.911111116,0.785714286,0.680851064,0.8,0.592592593,1,7,5,3,2,3,2,4,3,2,1,1,1
abraham,william,0.285714286,0.285714286,0.523809524,0.523809524,0.285714286,0.523809524,0.523809524,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.166666667,0.166666667,0.166666667,0.25,0.25,0.25,0,0,0,0.222222222,0.222222222,0.222222222,0.285714286,0.285714286,0.285714286,0.166666667,0.166666667,0.166666667,0,0,0,0.285714286,0.285714286,0.285714286,0.25,0.25,0.25,0.222222222,0.222222222,0.222222222,0.166666667,0.166666667,0.166666667,0.076923077,0.076923077,0.076923077,0,0,0,0.25,0.25,0,0.277777781,0.388888896,0.280555561,0.396296302,0.666666679,0.703703721,0.67916669,0.723456807,0.428571429,0,0,0,1,7,7,3,2,3,3,4,4,0,0,0,1
abram,abraham,0.714285714,0.714285714,0.904761905,0.942857143,0.714285714,0.942857143,0.942857143,0.666666667,0.666666667,0.8,0.8,0.571428571,0.571428571,0.571428571,0.8,0.666666667,0.714285714,1,0.833333333,0.714285714,1,0.833333333,0.666666667,1,0.8,0.75,1,0.857142857,0.4,0.666666667,0.5,0.666666667,0.857142857,0.75,0.833333333,1,0.714285714,0.8,1,0.666666667,0.5,0.666666667,0.4,0.833333333,1,0.714285714,0.857142857,1,0.75,0.75,0.857142857,0.666666667,0.611111111,0.846153846,0.709677419,0.5,0.8125,0.619047619,1,1,1,1,0.75,1,0.75,0.753086421,0.75,0.758024693,1,0.96825397,1,0.974603176,0.785714286,0.680851064,0.8,0.592592593,2,5,7,2,3,2,3,3,4,-2,-1,-1,-1
abram,abram,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,2,2,2,2,3,3,0,0,0,0
abrham,abraham,0.857142857,0.857142857,0.896825397,0.927777778,0.857142857,0.927777778,0.927777778,0.923076923,0.923076923,1,1,0.857142857,0.857142857,0.685714286,0.8,0.738461538,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.666666667,0.8,0.727272727,0.75,0.857142857,0.8,0.4,0.5,0.444444444,0.666666667,0.75,0.705882353,0.923076923,1,0.857142857,0.727272727,0.8,0.666666667,0.444444444,0.5,0.4,0.923076923,1,0.857142857,0.8,0.857142857,0.75,0.705882353,0.75,0.666666667,0.75,0.870967742,0.805970149,0.653846154,0.80952381,0.723404255,1,0.5,1,1,0.75,1,0.833333336,0.839506176,0.837500006,0.844444447,0.952380955,0.944444448,0.957142864,0.950000003,0.857142857,0.943396226,0.961538462,0.925925926,1,6,7,2,3,2,3,4,4,-1,-1,0,-1
abrian,alvin,0.5,0.5,0.7,0.73,0.5,0.73,0.73,0.181818182,0.181818182,0.2,0.2,0.166666667,0.166666667,0.233333333,0.28,0.254545455,0.5,0.6,0.545454545,0.5,0.6,0.545454545,0,0,0,0.285714286,0.333333333,0.307692308,0,0,0,0.25,0.285714286,0.266666667,0.545454545,0.6,0.5,0,0,0,0,0,0,0.545454545,0.6,0.5,0.307692308,0.333333333,0.285714286,0.266666667,0.285714286,0.25,0.225806452,0.269230769,0.245614035,0.095238095,0.125,0.108108108,0.5,0.5,0.5,0.5,0.5,0.5,0.500000007,0.652777791,0.508333348,0.663888901,0.666666678,0.722222239,0.680952404,0.738888904,0.583333333,0.390243902,0.4,0.380952381,1,6,5,2,2,3,2,3,3,1,1,0,0
absalom,absalom,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,3,3,3,3,4,4,0,0,0,0
achille,achille,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,3,3,4,4,0,0,0,0
achsa,achsa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,2,2,2,3,3,0,0,0,0
ada,ada,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,3,2,2,2,2,1,1,0,0,0,0
ada,adda,0.75,0.75,0.916666667,0.933333333,0.75,0.933333333,0.933333333,0.571428571,0.571428571,0.666666667,0.666666667,0.5,0.5,0.5,0.666666667,0.571428571,0.75,1,0.857142857,0.75,1,0.857142857,0.666666667,1,0.8,0.8,1,0.888888889,0,0,0,0.666666667,0.8,0.727272727,0.857142857,1,0.75,0.8,1,0.666666667,0,0,0,0.857142857,1,0.75,0.888888889,1,0.8,0.727272727,0.8,0.666666667,0.619047619,0.8125,0.702702703,0.454545455,0.833333333,0.588235294,1,1,1,1,1,1,0.8,0.796296299,0.8,0.803703705,1,0.955555558,1,0.964444447,1,0.888888889,0.923076923,0.857142857,1,3,4,2,2,2,2,1,2,-1,0,-1,0
ada,addie,0.4,0.4,0.688888889,0.751111111,0.4,0.751111111,0.751111111,0.5,0.5,0.666666667,0.666666667,0.4,0.4,0.4,0.666666667,0.5,0.4,0.666666667,0.5,0.4,0.666666667,0.5,0.25,0.5,0.333333333,0.333333333,0.5,0.4,0,0,0,0.285714286,0.4,0.333333333,0.5,0.666666667,0.4,0.333333333,0.5,0.25,0,0,0,0.5,0.666666667,0.4,0.4,0.5,0.333333333,0.333333333,0.4,0.285714286,0.269230769,0.4375,0.333333333,0.125,0.333333333,0.181818182,1,1,1,0.666666667,1,1,0.555555562,0.587301595,0.561111122,0.600000007,0.833333343,0.822222233,0.850000024,0.84000001,0.8,0.740740741,0.769230769,0.714285714,1,3,5,2,1,2,3,1,2,-2,-1,-1,1
ada,eady,0.5,0.5,0.722222222,0.722222222,0.5,0.722222222,0.722222222,0.571428571,0.571428571,0.666666667,0.666666667,0.5,0.5,0.5,0.666666667,0.571428571,0.5,0.666666667,0.571428571,0.5,0.666666667,0.571428571,0.333333333,0.5,0.4,0.2,0.25,0.222222222,0,0,0,0,0,0,0.571428571,0.666666667,0.5,0.4,0.5,0.333333333,0,0,0,0.571428571,0.666666667,0.5,0.222222222,0.25,0.2,0,0,0,0.380952381,0.5,0.432432432,0.181818182,0.333333333,0.235294118,0.75,1,1,0.333333333,1,0.75,0.600000012,0.648148159,0.613333356,0.666666677,0.750000015,0.777777791,0.775000036,0.800000012,0.625,0.148148148,0.153846154,0.142857143,1,3,4,2,2,2,2,1,2,-1,0,-1,0
ada,eva,0.333333333,0.333333333,0.555555556,0.555555556,0.333333333,0.555555556,0.555555556,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,0.25,0.25,0.25,0,0,0,0.2,0.2,0.2,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0.25,0.25,0.25,0.2,0.2,0.2,0.1875,0.1875,0.1875,0,0,0,0.5,0.75,0.75,0,0.5,0.5,0.466666675,0.733333349,0.473333347,0.751111126,0.750000015,0.733333349,0.766666695,0.760000014,0.5,0,0,0,1,3,3,2,2,2,2,1,1,0,0,0,0
ada,lulu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.133333333,0.114285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.333333333,0,0.5,0.222222229,0.380952392,0.227777789,0.393650804,0.333333343,0.533333349,0.341666684,0.551111126,0.25,0,0,0,1,3,4,2,2,2,2,1,2,-1,0,-1,0
adaline,adaline,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,1,1,4,4,3,3,0,0,0,0
adaline,adelaide,0.625,0.625,0.813492063,0.850793651,0.75,0.850793651,0.850793651,0.266666667,0.266666667,0.285714286,0.285714286,0.25,0.25,0.475,0.542857143,0.506666667,0.75,0.857142857,0.8,0.75,0.857142857,0.8,0.142857143,0.166666667,0.153846154,0.333333333,0.375,0.352941176,0,0,0,0.3,0.333333333,0.315789474,0.8,0.857142857,0.75,0.153846154,0.166666667,0.142857143,0,0,0,0.8,0.857142857,0.75,0.352941176,0.375,0.333333333,0.315789474,0.333333333,0.3,0.390243902,0.444444444,0.415584416,0.290322581,0.346153846,0.315789474,0.75,0.75,0.75,1,0.75,0.75,0.629629638,0.722222233,0.644444466,0.74000001,0.791666679,0.802469148,0.80833336,0.822222233,0.6875,0.566037736,0.576923077,0.555555556,1,7,8,1,1,4,5,3,3,-1,-1,0,0
adaline,adeline,0.857142857,0.857142857,0.904761905,0.923809524,0.857142857,0.923809524,0.923809524,0.571428571,0.857142857,0.571428571,0.857142857,0.571428571,0.857142857,0.914285714,0.914285714,0.914285714,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.857142857,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.4,0.4,0.4,0.666666667,0.666666667,0.666666667,0.857142857,0.857142857,0.857142857,0.666666667,0.666666667,0.666666667,0.4,0.4,0.4,0.857142857,0.857142857,0.857142857,0.75,0.75,0.75,0.666666667,0.666666667,0.666666667,0.722222222,0.722222222,0.722222222,0.653846154,0.653846154,0.653846154,1,1,1,1,1,1,0.916666672,0.92592593,0.920833342,0.933333337,0.916666672,0.92592593,0.925000012,0.933333337,0.928571429,0.923076923,0.923076923,0.923076923,1,7,7,1,1,4,4,3,3,0,0,0,0
