ln71,ln81,edit,dl,jaro,jw,bag,pw,sw,lcs3avg,lcs2avg,lcs3sht,lcs2sht,lcs3long,lcs2long,SWlong,SWsht,SWavg,1gramslong,1gramssht,1gramsavg,pad1gramslong,pad1gramssht,pad1gramsavg,2gramslong,2gramssht,2gramsavg,pad2gramslong,pad2gramssht,pad2gramsavg,3gramslong,3gramssht,3gramsavg,pad3gramslong,pad3gramssht,pad3gramsavg,pos1gramsavg,pos1gramssht,pos1gramslong,pos2gramsavg,pos2gramssht,pos2gramslong,pos3gramsavg,pos3gramssht,pos3gramslong,padpos1gramsavg,padpos1gramssht,padpos1gramslong,padpos2gramsavg,padpos2gramssht,padpos2gramslong,padpos3gramsavg,padpos3gramssht,padpos3gramslong,padskipgramslong,padskipgramssht,padskipgramsavg,skipgramslong,skipgramssht,skipgramsavg,Soundex,Phonex,Phonix,NYSIIS,D-Metaphone,FuzSoundex,Genjac2j,Genjac3j,Genjac2jw,Genjac3jw,Mong2j,Mong3j,Mong2jw,Mong3jw,editex,SAPSavg,SAPSsht,SAPSlong,count,len1,len2,s1,s2,v1,v2,c1,c2,difflen,diffvow,diffcons,diffsyl
cornelius,cornelius,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,9,3,3,4,4,5,5,0,0,0,0
cortland,courtney,0.375,0.375,0.75,0.8,0.625,0.8,0.8,0.25,0.5,0.25,0.5,0.25,0.5,0.35,0.35,0.35,0.625,0.625,0.625,0.625,0.625,0.625,0.285714286,0.285714286,0.285714286,0.333333333,0.333333333,0.333333333,0,0,0,0.2,0.2,0.2,0.625,0.625,0.625,0.285714286,0.285714286,0.285714286,0,0,0,0.625,0.625,0.625,0.333333333,0.333333333,0.333333333,0.2,0.2,0.2,0.292682927,0.292682927,0.292682927,0.225806452,0.225806452,0.225806452,0.75,0.5,0.5,1,0,1,0.515151522,0.518518527,0.524242439,0.533333341,0.703703715,0.733333349,0.714814835,0.751111126,0.5,0.093023256,0.105263158,0.083333333,1,8,8,2,2,2,3,6,5,0,-1,1,0
cosby,cosby,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,2,1,1,4,4,0,0,0,0
crafford,crawford,0.875,0.875,0.916666667,0.941666667,0.875,0.941666667,0.941666667,0.875,0.875,0.875,0.875,0.875,0.875,0.75,0.75,0.75,0.875,0.875,0.875,0.875,0.875,0.875,0.714285714,0.714285714,0.714285714,0.777777778,0.777777778,0.777777778,0.5,0.5,0.5,0.7,0.7,0.7,0.875,0.875,0.875,0.714285714,0.714285714,0.714285714,0.5,0.5,0.5,0.875,0.875,0.875,0.777777778,0.777777778,0.777777778,0.7,0.7,0.7,0.756097561,0.756097561,0.756097561,0.677419355,0.677419355,0.677419355,1,1,1,1,0,1,0.92592593,0.933333337,0.929629637,0.940000004,0.92592593,0.933333337,0.933333344,0.940000004,0.875,0.916666667,0.916666667,0.916666667,1,8,8,2,2,2,2,6,6,0,0,0,0
cransic,cranswick,0.777777778,0.777777778,0.925925926,0.955555556,0.777777778,0.955555556,0.955555556,0.625,0.875,0.714285714,1,0.555555556,0.777777778,0.644444444,0.828571429,0.725,0.777777778,1,0.875,0.777777778,1,0.875,0.625,0.833333333,0.714285714,0.6,0.75,0.666666667,0.428571429,0.6,0.5,0.454545455,0.555555556,0.5,0.875,1,0.777777778,0.714285714,0.833333333,0.625,0.5,0.6,0.428571429,0.875,1,0.777777778,0.666666667,0.75,0.6,0.5,0.555555556,0.454545455,0.608695652,0.777777778,0.682926829,0.583333333,0.807692308,0.677419355,1,1,1,1,0,1,0.733333337,0.737373742,0.74000001,0.747474752,0.916666672,0.901234574,0.925000012,0.913580252,0.777777778,0.577777778,0.590909091,0.565217391,2,7,9,2,2,2,2,5,7,-2,0,-2,0
crawford,crawford,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,2,2,2,2,6,6,0,0,0,0
cristana,christiana,0.8,0.8,0.933333333,0.94,0.8,0.94,0.94,0.777777778,0.777777778,0.875,0.875,0.7,0.7,0.58,0.725,0.644444444,0.8,1,0.888888889,0.8,1,0.888888889,0.555555556,0.714285714,0.625,0.636363636,0.777777778,0.7,0.375,0.5,0.428571429,0.5,0.6,0.545454545,0.888888889,1,0.8,0.625,0.714285714,0.555555556,0.428571429,0.5,0.375,0.888888889,1,0.8,0.7,0.777777778,0.636363636,0.545454545,0.6,0.5,0.62745098,0.780487805,0.695652174,0.585365854,0.774193548,0.666666667,1,1,1,0.5,0,0.5,0.757575761,0.759259264,0.763636372,0.766666671,0.92592593,0.911111116,0.933333344,0.920000005,0.8,0.936170213,0.956521739,0.916666667,1,8,10,3,3,3,4,5,6,-2,-1,-1,0
cristina,christenia,0.7,0.7,0.891666667,0.9025,0.8,0.9025,0.9025,0.444444444,0.444444444,0.5,0.5,0.4,0.4,0.58,0.725,0.644444444,0.8,1,0.888888889,0.8,1,0.888888889,0.333333333,0.428571429,0.375,0.454545455,0.555555556,0.5,0.25,0.333333333,0.285714286,0.333333333,0.4,0.363636364,0.777777778,0.875,0.7,0.375,0.428571429,0.333333333,0.285714286,0.333333333,0.25,0.777777778,0.875,0.7,0.5,0.555555556,0.454545455,0.363636364,0.4,0.333333333,0.490196078,0.609756098,0.543478261,0.43902439,0.580645161,0.5,1,1,1,0.5,0,0.5,0.696969704,0.703703711,0.709090926,0.71296297,0.851851861,0.844444454,0.866666688,0.860000008,0.75,0.85106383,0.869565217,0.833333333,1,8,10,3,3,3,4,5,6,-2,-1,-1,0
cristyann,christena,0.555555556,0.555555556,0.804232804,0.823809524,0.777777778,0.823809524,0.823809524,0.444444444,0.444444444,0.444444444,0.444444444,0.444444444,0.444444444,0.466666667,0.466666667,0.466666667,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.375,0.375,0.375,0.4,0.4,0.4,0.285714286,0.285714286,0.285714286,0.272727273,0.272727273,0.272727273,0.777777778,0.777777778,0.777777778,0.375,0.375,0.375,0.285714286,0.285714286,0.285714286,0.777777778,0.777777778,0.777777778,0.4,0.4,0.4,0.272727273,0.272727273,0.272727273,0.434782609,0.434782609,0.434782609,0.416666667,0.416666667,0.416666667,1,1,1,0.5,0,0.5,0.666666676,0.666666677,0.566666683,0.664814825,0.800000012,0.777777791,0.816666692,0.79797981,0.666666667,0.723404255,0.739130435,0.708333333,1,9,9,2,3,2,3,7,6,0,-1,1,-1
cybellia,sibilia,0.5,0.5,0.607142857,0.607142857,0.5,0.607142857,0.607142857,0.4,0.4,0.428571429,0.428571429,0.375,0.375,0.4,0.457142857,0.426666667,0.5,0.571428571,0.533333333,0.5,0.571428571,0.533333333,0.285714286,0.333333333,0.307692308,0.333333333,0.375,0.352941176,0.166666667,0.2,0.181818182,0.3,0.333333333,0.315789474,0.533333333,0.571428571,0.5,0.307692308,0.333333333,0.285714286,0.181818182,0.2,0.166666667,0.533333333,0.571428571,0.5,0.352941176,0.375,0.333333333,0.315789474,0.333333333,0.3,0.341463415,0.388888889,0.363636364,0.258064516,0.307692308,0.280701754,0.75,0.75,1,0.75,0,0.25,0.566666675,0.700000012,0.573333347,0.711111122,0.703703715,0.75555557,0.714814835,0.766666681,0.8125,0.844444444,0.863636364,0.826086957,1,8,7,3,3,3,4,5,3,1,-1,2,0
cylpha,lulpha,0.666666667,0.666666667,0.777777778,0.777777778,0.666666667,0.777777778,0.777777778,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.6,0.6,0.6,0.571428571,0.571428571,0.571428571,0.5,0.5,0.5,0.5,0.5,0.5,0.666666667,0.666666667,0.666666667,0.6,0.6,0.6,0.5,0.5,0.5,0.666666667,0.666666667,0.666666667,0.571428571,0.571428571,0.571428571,0.5,0.5,0.5,0.548387097,0.548387097,0.548387097,0.523809524,0.523809524,0.523809524,0.75,0.75,0.75,0.75,0,0.25,0.518518521,0.833333343,0.670833342,0.844444454,0.761904768,0.833333343,0.766666676,0.844444454,0.75,0.333333333,0.333333333,0.333333333,1,6,6,2,2,1,2,5,4,0,-1,1,0
cynthia,lonesa,0.285714286,0.285714286,0.53968254,0.53968254,0.285714286,0.53968254,0.53968254,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.142857143,0.166666667,0.153846154,0.285714286,0.333333333,0.307692308,0.285714286,0.333333333,0.307692308,0,0,0,0.125,0.142857143,0.133333333,0,0,0,0.111111111,0.125,0.117647059,0.307692308,0.333333333,0.285714286,0,0,0,0,0,0,0.307692308,0.333333333,0.285714286,0.133333333,0.142857143,0.125,0.117647059,0.125,0.111111111,0.083333333,0.096774194,0.089552239,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.366666675,0.59259261,0.373333347,0.607407424,0.458333343,0.59259261,0.466666684,0.607407424,0.428571429,0,0,0,1,7,6,2,3,2,3,5,3,1,-1,2,-1
cyprien,cyrien,0.857142857,0.857142857,0.952380952,0.961904762,0.857142857,0.961904762,0.961904762,0.615384615,0.923076923,0.666666667,1,0.571428571,0.857142857,0.685714286,0.8,0.738461538,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.666666667,0.8,0.727272727,0.75,0.857142857,0.8,0.4,0.5,0.444444444,0.666666667,0.75,0.705882353,0.923076923,1,0.857142857,0.727272727,0.8,0.666666667,0.444444444,0.5,0.4,0.923076923,1,0.857142857,0.8,0.857142857,0.75,0.705882353,0.75,0.666666667,0.694444444,0.806451613,0.746268657,0.615384615,0.761904762,0.680851064,0.5,0.5,0.5,0.5,0,0.75,0.833333336,0.839506176,0.837500006,0.844444447,0.916666672,0.901234574,0.920833342,0.911111116,0.857142857,0.558139535,0.571428571,0.545454545,1,7,6,2,2,2,2,5,4,1,0,1,0
cyriel,cerile,0.5,0.666666667,0.822222222,0.84,0.833333333,0.84,0.84,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.2,0.2,0.2,0.285714286,0.285714286,0.285714286,0,0,0,0.125,0.125,0.125,0.833333333,0.833333333,0.833333333,0.2,0.2,0.2,0,0,0,0.833333333,0.833333333,0.833333333,0.285714286,0.285714286,0.285714286,0.125,0.125,0.125,0.483870968,0.483870968,0.483870968,0.428571429,0.428571429,0.428571429,1,1,1,1,0,1,0.583333343,0.777777791,0.600000024,0.80277779,0.761904776,0.777777791,0.780952411,0.80277779,0.666666667,0.829268293,0.85,0.80952381,1,6,6,2,1,2,3,4,3,0,-1,1,1
cyril,cyril,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,2,1,1,4,4,0,0,0,0
cyrille,cercelle,0.625,0.625,0.713095238,0.741785714,0.625,0.741785714,0.741785714,0.4,0.4,0.428571429,0.428571429,0.375,0.375,0.425,0.485714286,0.453333333,0.625,0.714285714,0.666666667,0.625,0.714285714,0.666666667,0.285714286,0.333333333,0.307692308,0.444444444,0.5,0.470588235,0.166666667,0.2,0.181818182,0.4,0.444444444,0.421052632,0.666666667,0.714285714,0.625,0.307692308,0.333333333,0.285714286,0.181818182,0.2,0.166666667,0.666666667,0.714285714,0.625,0.470588235,0.5,0.444444444,0.421052632,0.444444444,0.4,0.414634146,0.472222222,0.441558442,0.290322581,0.346153846,0.315789474,0.5,0.75,0.75,0.75,0,0.75,0.833333343,0.744444454,0.841666684,0.755555564,0.833333343,0.827160504,0.841666684,0.839506182,0.75,0.285714286,0.3,0.272727273,1,7,8,1,1,2,3,5,5,-1,-1,0,0
cyrille,cyrill,0.857142857,0.857142857,0.952380952,0.971428571,0.857142857,0.971428571,0.971428571,0.923076923,0.923076923,1,1,0.857142857,0.857142857,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.833333333,1,0.909090909,0.75,0.857142857,0.8,0.8,1,0.888888889,0.666666667,0.75,0.705882353,0.923076923,1,0.857142857,0.909090909,1,0.833333333,0.888888889,1,0.8,0.923076923,1,0.857142857,0.8,0.857142857,0.75,0.705882353,0.75,0.666666667,0.777777778,0.903225806,0.835820896,0.807692308,1,0.893617021,1,1,1,1,0,1,0.833333336,0.839506176,0.837500006,0.846913583,0.916666672,0.92592593,0.920833342,0.933333337,0.857142857,0.926829268,0.95,0.904761905,1,7,6,1,2,2,1,5,5,1,1,0,-1
cyrille,cyrille,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,7,1,1,2,2,5,5,0,0,0,0
cyrus,cyrus,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,2,1,1,4,4,0,0,0,0
d,thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.4,0.114285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0,0,0.25,0.190476196,0.263888896,0.195238105,0.275000006,0.666666687,0.703703721,0.683333367,0.733333349,0.166666667,0,0,0,1,1,6,1,2,0,2,1,4,-5,-2,-3,-1
damas,damase,0.833333333,0.833333333,0.944444444,0.966666667,0.833333333,0.966666667,0.966666667,0.909090909,0.909090909,1,1,0.833333333,0.833333333,0.833333333,1,0.909090909,0.833333333,1,0.909090909,0.833333333,1,0.909090909,0.8,1,0.888888889,0.714285714,0.833333333,0.769230769,0.75,1,0.857142857,0.625,0.714285714,0.666666667,0.909090909,1,0.833333333,0.888888889,1,0.8,0.857142857,1,0.75,0.909090909,1,0.833333333,0.769230769,0.833333333,0.714285714,0.666666667,0.714285714,0.625,0.741935484,0.884615385,0.807017544,0.761904762,1,0.864864865,1,0.75,1,0.75,0,1,0.809523812,0.819444448,0.814285721,0.827777781,0.944444448,0.93650794,0.950000008,0.946031749,0.833333333,1,1,1,1,5,6,2,1,2,3,3,3,-1,-1,0,1
damase,damase,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,3,3,3,3,0,0,0,0
danial,daniel,0.833333333,0.833333333,0.888888889,0.933333333,0.833333333,0.933333333,0.933333333,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.9,0.9,0.9,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.6,0.6,0.6,0.714285714,0.714285714,0.714285714,0.5,0.5,0.5,0.625,0.625,0.625,0.833333333,0.833333333,0.833333333,0.6,0.6,0.6,0.5,0.5,0.5,0.833333333,0.833333333,0.833333333,0.714285714,0.714285714,0.714285714,0.625,0.625,0.625,0.709677419,0.709677419,0.709677419,0.666666667,0.666666667,0.666666667,1,1,1,1,0,1,0.90476191,0.916666672,0.909523819,0.925000004,0.90476191,0.916666672,0.914285728,0.925000004,0.916666667,0.904761905,0.904761905,0.904761905,1,6,6,2,2,3,3,3,3,0,0,0,0
daniel,clement,0.142857143,0.142857143,0.436507937,0.436507937,0.428571429,0.436507937,0.436507937,0.153846154,0.153846154,0.166666667,0.166666667,0.142857143,0.142857143,0.2,0.233333333,0.215384615,0.428571429,0.5,0.461538462,0.428571429,0.5,0.461538462,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.153846154,0.166666667,0.142857143,0,0,0,0,0,0,0.027777778,0.032258065,0.029850746,0,0,0,0,0.25,0,0.25,0,0,0.444444458,0.543209897,0.459259285,0.359595971,0.571428588,0.611111134,0.590476223,0.633333355,0.214285714,0,0,0,1,6,7,2,2,3,2,3,5,-1,1,-2,0
daniel,danial,0.833333333,0.833333333,0.888888889,0.933333333,0.833333333,0.933333333,0.933333333,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.9,0.9,0.9,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.6,0.6,0.6,0.714285714,0.714285714,0.714285714,0.5,0.5,0.5,0.625,0.625,0.625,0.833333333,0.833333333,0.833333333,0.6,0.6,0.6,0.5,0.5,0.5,0.833333333,0.833333333,0.833333333,0.714285714,0.714285714,0.714285714,0.625,0.625,0.625,0.709677419,0.709677419,0.709677419,0.666666667,0.666666667,0.666666667,1,1,1,1,0,1,0.90476191,0.916666672,0.909523819,0.925000004,0.90476191,0.916666672,0.909523819,0.925000004,0.916666667,0.904761905,0.904761905,0.904761905,1,6,6,2,2,3,3,3,3,0,0,0,0
daniel,daniel,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,56,6,6,2,2,3,3,3,3,0,0,0,0
daniel,danield,0.857142857,0.857142857,0.952380952,0.971428571,0.857142857,0.971428571,0.971428571,0.923076923,0.923076923,1,1,0.857142857,0.857142857,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.857142857,1,0.923076923,0.833333333,1,0.909090909,0.75,0.857142857,0.8,0.8,1,0.888888889,0.666666667,0.75,0.705882353,0.923076923,1,0.857142857,0.909090909,1,0.833333333,0.888888889,1,0.8,0.923076923,1,0.857142857,0.8,0.857142857,0.75,0.705882353,0.75,0.666666667,0.777777778,0.903225806,0.835820896,0.807692308,1,0.893617021,0.75,0.75,0.75,1,0,0.75,0.833333336,0.839506176,0.837500006,0.846913583,0.952380955,0.944444448,0.957142864,0.952777781,0.857142857,0.558139535,0.571428571,0.545454545,1,6,7,2,2,3,3,3,4,-1,0,-1,0
daniel,darafel,0.571428571,0.571428571,0.746031746,0.796825397,0.571428571,0.796825397,0.796825397,0.307692308,0.615384615,0.333333333,0.666666667,0.285714286,0.571428571,0.314285714,0.366666667,0.338461538,0.571428571,0.666666667,0.615384615,0.571428571,0.666666667,0.615384615,0.333333333,0.4,0.363636364,0.5,0.571428571,0.533333333,0,0,0,0.444444444,0.5,0.470588235,0.615384615,0.666666667,0.571428571,0.363636364,0.4,0.333333333,0,0,0,0.615384615,0.666666667,0.571428571,0.533333333,0.571428571,0.5,0.470588235,0.5,0.444444444,0.361111111,0.419354839,0.388059701,0.192307692,0.238095238,0.212765957,0.25,0.25,0.25,0.75,0,0.25,0.592592597,0.74074075,0.596296304,0.750617292,0.761904768,0.833333343,0.766666676,0.844444454,0.642857143,0.333333333,0.380952381,0.296296296,1,6,7,2,3,3,3,3,4,-1,0,-1,-1
daniel,daul,0.5,0.5,0.75,0.8,0.5,0.8,0.8,0.4,0.4,0.5,0.5,0.333333333,0.333333333,0.333333333,0.5,0.4,0.5,0.75,0.6,0.5,0.75,0.6,0.2,0.333333333,0.25,0.428571429,0.6,0.5,0,0,0,0.375,0.5,0.428571429,0.6,0.75,0.5,0.25,0.333333333,0.2,0,0,0,0.6,0.75,0.5,0.5,0.6,0.428571429,0.428571429,0.5,0.375,0.258064516,0.380952381,0.307692308,0.095238095,0.181818182,0.125,0.5,0.5,0.5,0.5,0,0.5,0.619047625,0.638888896,0.623809533,0.650000006,0.619047625,0.708333343,0.623809533,0.719444454,0.666666667,0.457142857,0.571428571,0.380952381,1,6,4,2,1,3,2,3,2,2,1,1,1
daniel,dave,0.5,0.5,0.75,0.8,0.5,0.8,0.8,0.4,0.4,0.5,0.5,0.333333333,0.333333333,0.333333333,0.5,0.4,0.5,0.75,0.6,0.5,0.75,0.6,0.2,0.333333333,0.25,0.285714286,0.4,0.333333333,0,0,0,0.25,0.333333333,0.285714286,0.6,0.75,0.5,0.25,0.333333333,0.2,0,0,0,0.6,0.75,0.5,0.333333333,0.4,0.285714286,0.285714286,0.333333333,0.25,0.258064516,0.380952381,0.307692308,0.142857143,0.272727273,0.1875,0.5,0.5,0.5,0.5,0,0.5,0.57142858,0.583333343,0.580952397,0.597222231,0.666666678,0.750000015,0.676190495,0.763888903,0.5,0,0,0,1,6,4,2,1,3,2,3,2,2,1,1,1
daniel,david,0.5,0.5,0.7,0.76,0.5,0.76,0.76,0.363636364,0.363636364,0.4,0.4,0.333333333,0.333333333,0.333333333,0.4,0.363636364,0.5,0.6,0.545454545,0.5,0.6,0.545454545,0.2,0.25,0.222222222,0.285714286,0.333333333,0.307692308,0,0,0,0.25,0.285714286,0.266666667,0.545454545,0.6,0.5,0.222222222,0.25,0.2,0,0,0,0.545454545,0.6,0.5,0.307692308,0.333333333,0.285714286,0.266666667,0.285714286,0.25,0.322580645,0.384615385,0.350877193,0.238095238,0.3125,0.27027027,0.5,0.5,0.5,0.75,0,0.5,0.666666678,0.680555567,0.676190495,0.694444455,0.666666678,0.750000015,0.676190495,0.763888903,0.583333333,0.146341463,0.15,0.142857143,2,6,5,2,2,3,2,3,3,1,1,0,0
daniel,donald,0.333333333,0.333333333,0.694444444,0.725,0.666666667,0.725,0.725,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.466666667,0.466666667,0.466666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0,0,0,0.142857143,0.142857143,0.142857143,0,0,0,0.125,0.125,0.125,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0.666666667,0.666666667,0.666666667,0.142857143,0.142857143,0.142857143,0.125,0.125,0.125,0.225806452,0.225806452,0.225806452,0.142857143,0.142857143,0.142857143,0.75,0.75,0.75,1,0,0.75,0.541666679,0.555555569,0.422222243,0.575308654,0.619047633,0.694444463,0.638095268,0.716666684,0.583333333,0.333333333,0.333333333,0.333333333,2,6,6,2,2,3,2,3,4,0,1,-1,0
daniel,emel,0.333333333,0.333333333,0.611111111,0.611111111,0.333333333,0.611111111,0.611111111,0.4,0.4,0.5,0.5,0.333333333,0.333333333,0.333333333,0.5,0.4,0.333333333,0.5,0.4,0.333333333,0.5,0.4,0.2,0.333333333,0.25,0.285714286,0.4,0.333333333,0,0,0,0.25,0.333333333,0.285714286,0.4,0.5,0.333333333,0.25,0.333333333,0.2,0,0,0,0.4,0.5,0.333333333,0.333333333,0.4,0.285714286,0.285714286,0.333333333,0.25,0.193548387,0.285714286,0.230769231,0.095238095,0.181818182,0.125,0.75,0.75,0.75,0.25,0,0.75,0.416666672,0.583333343,0.420833342,0.594444454,0.476190482,0.583333343,0.480952391,0.594444454,0.5,0.05,0.052631579,0.047619048,1,6,4,2,2,3,2,3,2,2,1,1,0
daniel,henery,0.166666667,0.166666667,0.555555556,0.555555556,0.333333333,0.555555556,0.555555556,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.3,0.3,0.3,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0.096774194,0.096774194,0.096774194,0.047619048,0.047619048,0.047619048,0.5,0.5,0.5,0.75,0,0.5,0.500000015,0.481481499,0.512500025,0.395555568,0.571428588,0.611111134,0.585714315,0.633333355,0.333333333,0,0,0,1,6,6,2,3,3,2,3,4,0,1,-1,-1
davia,david,0.8,0.8,0.866666667,0.92,0.8,0.92,0.92,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.75,0.75,0.75,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.571428571,0.571428571,0.571428571,0.8,0.8,0.8,0.75,0.75,0.75,0.666666667,0.666666667,0.666666667,0.8,0.8,0.8,0.666666667,0.666666667,0.666666667,0.571428571,0.571428571,0.571428571,0.730769231,0.730769231,0.730769231,0.6875,0.6875,0.6875,0.75,1,0.75,0.75,0,0.75,0.888888896,0.90476191,0.894444456,0.914285719,0.888888896,0.90476191,0.900000016,0.914285719,0.8,0.571428571,0.666666667,0.5,1,5,5,2,2,3,2,2,3,0,1,-1,0
david,and,0.4,0.4,0.511111111,0.511111111,0.4,0.511111111,0.511111111,0.25,0.25,0.333333333,0.333333333,0.2,0.2,0.2,0.333333333,0.25,0.4,0.666666667,0.5,0.4,0.666666667,0.5,0,0,0,0.166666667,0.25,0.2,0,0,0,0.142857143,0.2,0.166666667,0.5,0.666666667,0.4,0,0,0,0,0,0,0.5,0.666666667,0.4,0.2,0.25,0.166666667,0.166666667,0.2,0.142857143,0.153846154,0.25,0.19047619,0.0625,0.166666667,0.090909091,0.5,0.5,0.5,0.25,0,0.5,0.50000001,0.523809535,0.51111113,0.542857153,0.611111124,0.714285731,0.627777805,0.736507952,0.4,0,0,0,1,5,3,2,1,2,1,3,2,2,1,1,1
david,d,0.2,0.2,0.733333333,0.733333333,0.2,0.733333333,0.733333333,0.333333333,0.333333333,1,1,0.2,0.2,0.2,1,0.333333333,0.2,1,0.333333333,0.2,1,0.333333333,0,0,0,0.333333333,1,0.5,0,0,0,0.285714286,0.666666667,0.4,0.333333333,1,0.2,0,0,0,0,0,0,0.333333333,1,0.2,0.25,0.5,0.166666667,0.2,0.333333333,0.142857143,0.153846154,0.666666667,0.25,0,0,0,0.5,0.75,0.5,0.25,0,0.5,0.333333333,0.396825399,0.333333333,0.403174605,0.555555562,0.666666678,0.561111122,0.67936509,0.2,0,0,0,1,5,1,2,1,2,0,3,1,4,2,2,1
david,david,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,104,5,5,2,2,2,2,3,3,0,0,0,0
